,Holding City,Date,Sport,Major,Participant,Country,Gender,Event,Event_G,Medal
11638,Tokyo,1964,Wrestling,Wrestling Free.,"CHANG, Chang-Sun",KOR,Men,- 52kg (flyweight),M,Silver
11641,Tokyo,1964,Wrestling,Wrestling Free.,"DJIBER, Liutvi Akhmedov",BUL,Men,+ 97kg (heavyweight),M,Silver
11644,Tokyo,1964,Wrestling,Wrestling Free.,"AKBAS, Hüseyin",TUR,Men,52 - 57kg (bantamweight),M,Silver
11647,Tokyo,1964,Wrestling,Wrestling Free.,"KOLEV, Stancho Ivanov",BUL,Men,57 - 63kg (featherweight),M,Silver
11650,Tokyo,1964,Wrestling,Wrestling Free.,"ROST, Klaus-Jürgen",EUA,Men,63 - 70kg (lightweight),M,Silver
11653,Tokyo,1964,Wrestling,Wrestling Free.,"SAGARADZE, Guliko",URS,Men,70 - 78kg (welterweight),M,Silver
11656,Tokyo,1964,Wrestling,Wrestling Free.,"GÜNGÖR, Hasan",TUR,Men,78 - 87kg (middleweight),M,Silver
11659,Tokyo,1964,Wrestling,Wrestling Free.,"AYIK, Ahmet",TUR,Men,87 - 97kg (light-heavyweight),M,Silver
11662,Tokyo,1964,Wrestling,Wrestling Gre-R,"KERESOV, Angel Stoyanov",BUL,Men,- 52kg (flyweight),M,Silver
11665,Tokyo,1964,Wrestling,Wrestling Gre-R,"ROSHCHIN, Anatoli",URS,Men,+ 97kg (super heavyweight),M,Silver
11668,Tokyo,1964,Wrestling,Wrestling Gre-R,"TROSTYANSKY, Vladlen",URS,Men,52 - 57kg (bantamweight),M,Silver
11671,Tokyo,1964,Wrestling,Wrestling Gre-R,"RURUA, Roman",URS,Men,57 - 63kg (featherweight),M,Silver
11674,Tokyo,1964,Wrestling,Wrestling Gre-R,"BULARCA, Valeriu",ROU,Men,63 - 70kg (lightweight),M,Silver
11677,Tokyo,1964,Wrestling,Wrestling Gre-R,"TODOROV, Kiril Petkov",BUL,Men,70 - 78kg (welterweight),M,Silver
11680,Tokyo,1964,Wrestling,Wrestling Gre-R,"KORMANIK, Jiri",TCH,Men,78 - 87kg (middleweight),M,Silver
11683,Tokyo,1964,Wrestling,Wrestling Gre-R,"SVENSSON, Per Oscar",SWE,Men,87 - 97kg (light-heavyweight),M,Silver
11686,Mexico,1968,Aquatics,Diving,"GAXIOLA ROBLES, Alvaro",MEX,Men,10m platform,M,Silver
11689,Mexico,1968,Aquatics,Diving,"KUZNETSOVA-LOBANOVA, Natalya",URS,Women,10m platform,W,Silver
11692,Mexico,1968,Aquatics,Diving,"DIBIASI, Klaus",ITA,Men,3m springboard,M,Silver
11695,Mexico,1968,Aquatics,Diving,"FEDOSOVA-POGOZHEVA, Tamara",URS,Women,3m springboard,W,Silver
11698,Mexico,1968,Aquatics,Swimming,"HICKCOX, Charles Buchanan",USA,Men,100m backstroke,M,Silver
11701,Mexico,1968,Aquatics,Swimming,"TANNER, Elaine",CAN,Women,100m backstroke,W,Silver
11704,Mexico,1968,Aquatics,Swimming,"KOSINSKY, Vladimir",URS,Men,100m breaststroke,M,Silver
11707,Mexico,1968,Aquatics,Swimming,"PROZUMENSCHIKOVA-STEPANOVA, Galina",URS,Women,100m breaststroke,W,Silver
11710,Mexico,1968,Aquatics,Swimming,"SPITZ, Mark",USA,Men,100m butterfly,M,Silver
11713,Mexico,1968,Aquatics,Swimming,"DANIEL, Eleanor Suzanne",USA,Women,100m butterfly,W,Silver
11716,Mexico,1968,Aquatics,Swimming,"WALSH, Kenneth Marshall",USA,Men,100m freestyle,M,Silver
11719,Mexico,1968,Aquatics,Swimming,"PEDERSEN, Susan Jane",USA,Women,100m freestyle,W,Silver
11722,Mexico,1968,Aquatics,Swimming,"KINSELLA, John Pitann",USA,Men,1500m freestyle,M,Silver
11725,Mexico,1968,Aquatics,Swimming,"IVEY, Mitchell",USA,Men,200m backstroke,M,Silver
11728,Mexico,1968,Aquatics,Swimming,"TANNER, Elaine",CAN,Women,200m backstroke,W,Silver
11731,Mexico,1968,Aquatics,Swimming,"KOSINSKY, Vladimir",URS,Men,200m breaststroke,M,Silver
11734,Mexico,1968,Aquatics,Swimming,"BJEDOV, Djurdjica",YUG,Women,200m breaststroke,W,Silver
11737,Mexico,1968,Aquatics,Swimming,"WOODROFFE, Martyn John",GBR,Men,200m butterfly,M,Silver
11740,Mexico,1968,Aquatics,Swimming,"LINDNER, Helga",GDR,Women,200m butterfly,W,Silver
11743,Mexico,1968,Aquatics,Swimming,"SCHOLLANDER, Donald Arthur",USA,Men,200m freestyle,M,Silver
11746,Mexico,1968,Aquatics,Swimming,"HENNE, Jane Margo",USA,Women,200m freestyle,W,Silver
11749,Mexico,1968,Aquatics,Swimming,"BUCKINGHAM, Gregory F.",USA,Men,200m individual medley,M,Silver
11752,Mexico,1968,Aquatics,Swimming,"PEDERSEN, Susan Jane",USA,Women,200m individual medley,W,Silver
11755,Mexico,1968,Aquatics,Swimming,"HUTTON, Ralph",CAN,Men,400m freestyle,M,Silver
11758,Mexico,1968,Aquatics,Swimming,"GUSTAVSON, Linda Lee",USA,Women,400m freestyle,W,Silver
11761,Mexico,1968,Aquatics,Swimming,"HALL, Gary Wayne",USA,Men,400m individual medley,M,Silver
11764,Mexico,1968,Aquatics,Swimming,"VIDALI, Lynn Marie",USA,Women,400m individual medley,W,Silver
11773,Mexico,1968,Aquatics,Swimming,"BELITS-GEIMAN, Semyon",URS,Men,4x100m freestyle relay,M,Silver
11774,Mexico,1968,Aquatics,Swimming,"ILYICHEV, Leonid",URS,Men,4x100m freestyle relay,M,Silver
11775,Mexico,1968,Aquatics,Swimming,"KULIKOV, Georgi",URS,Men,4x100m freestyle relay,M,Silver
11776,Mexico,1968,Aquatics,Swimming,"MAZANOV, Viktor",URS,Men,4x100m freestyle relay,M,Silver
11785,Mexico,1968,Aquatics,Swimming,"KRAUSE, Roswitha",GDR,Women,4x100m freestyle relay,W,Silver
11786,Mexico,1968,Aquatics,Swimming,"PERTHES, Gabriele",GDR,Women,4x100m freestyle relay,W,Silver
11787,Mexico,1968,Aquatics,Swimming,"SCHMUCK, Uta",GDR,Women,4x100m freestyle relay,W,Silver
11788,Mexico,1968,Aquatics,Swimming,"WETZKO, Gabriele",GDR,Women,4x100m freestyle relay,W,Silver
11797,Mexico,1968,Aquatics,Swimming,"GREGOR, Horst-Günther",GDR,Men,4x100m medley relay,M,Silver
11798,Mexico,1968,Aquatics,Swimming,"HENNINGER, Egon",GDR,Men,4x100m medley relay,M,Silver
11799,Mexico,1968,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,4x100m medley relay,M,Silver
11800,Mexico,1968,Aquatics,Swimming,"WIEGAND, Frank",GDR,Men,4x100m medley relay,M,Silver
11809,Mexico,1968,Aquatics,Swimming,"MCCLEMENTS, Lynette",AUS,Women,4x100m medley relay,W,Silver
11810,Mexico,1968,Aquatics,Swimming,"PLAYFAIR, Judith",AUS,Women,4x100m medley relay,W,Silver
11811,Mexico,1968,Aquatics,Swimming,"STEINBECK, Janet",AUS,Women,4x100m medley relay,W,Silver
11812,Mexico,1968,Aquatics,Swimming,"WATSON, Lynette",AUS,Women,4x100m medley relay,W,Silver
11821,Mexico,1968,Aquatics,Swimming,"ROGERS, Gregory",AUS,Men,4x200m freestyle relay,M,Silver
11822,Mexico,1968,Aquatics,Swimming,"WENDEN, Michael Vincent",AUS,Men,4x200m freestyle relay,M,Silver
11823,Mexico,1968,Aquatics,Swimming,"WHITE, Graham Rose",AUS,Men,4x200m freestyle relay,M,Silver
11824,Mexico,1968,Aquatics,Swimming,"WINDLE, Robert George",AUS,Men,4x200m freestyle relay,M,Silver
11827,Mexico,1968,Aquatics,Swimming,"KRUSE, Pamela Jean",USA,Women,800m freestyle,W,Silver
11850,Mexico,1968,Aquatics,Water polo,"BARKALOV, Aleksei",URS,Men,water polo,M,Silver
11851,Mexico,1968,Aquatics,Water polo,"BOVIN, Oleg",URS,Men,water polo,M,Silver
11852,Mexico,1968,Aquatics,Water polo,"CHIKVANAYA, Givi",URS,Men,water polo,M,Silver
11853,Mexico,1968,Aquatics,Water polo,"DOLGUSHIN, Aleksandr",URS,Men,water polo,M,Silver
11854,Mexico,1968,Aquatics,Water polo,"GRIGOROVSKY, Yuri",URS,Men,water polo,M,Silver
11855,Mexico,1968,Aquatics,Water polo,"GRISHIN, Boris",URS,Men,water polo,M,Silver
11856,Mexico,1968,Aquatics,Water polo,"GULYAEV, Vadim",URS,Men,water polo,M,Silver
11857,Mexico,1968,Aquatics,Water polo,"OSIPOV, Leonid",URS,Men,water polo,M,Silver
11858,Mexico,1968,Aquatics,Water polo,"SEMENOV, Vladimir",URS,Men,water polo,M,Silver
11859,Mexico,1968,Aquatics,Water polo,"SHIDLOVSKY, Aleksandr",URS,Men,water polo,M,Silver
11860,Mexico,1968,Aquatics,Water polo,"SKOK, Vyacheslav",URS,Men,water polo,M,Silver
11863,Mexico,1968,Athletics,Athletics,"WOLDE, Mamo",ETH,Men,10000m,M,Silver
11866,Mexico,1968,Athletics,Athletics,"MILLER, Lennox",JAM,Men,100m,M,Silver
11869,Mexico,1968,Athletics,Athletics,"FERRELL, Barbara Ann",USA,Women,100m,W,Silver
11872,Mexico,1968,Athletics,Athletics,"HALL, Ervin",USA,Men,110m hurdles,M,Silver
11875,Mexico,1968,Athletics,Athletics,"RYUN, James Ronald",USA,Men,1500m,M,Silver
11878,Mexico,1968,Athletics,Athletics,"NORMAN, Peter George",AUS,Men,200m,M,Silver
11881,Mexico,1968,Athletics,Athletics,"BOYLE, Raelene Ann",AUS,Women,200m,W,Silver
11884,Mexico,1968,Athletics,Athletics,"PEDRAZA ZUNIGA, Jose",MEX,Men,20km walk,M,Silver
11887,Mexico,1968,Athletics,Athletics,"KOGO, Benjamin",KEN,Men,3000m steeplechase,M,Silver
11890,Mexico,1968,Athletics,Athletics,"JAMES, George Lawrence",USA,Men,400m,M,Silver
11893,Mexico,1968,Athletics,Athletics,"BOARD, Lillian Barbara",GBR,Women,400m,W,Silver
11896,Mexico,1968,Athletics,Athletics,"HENNIGE, Gerhard",FRG,Men,400m hurdles,M,Silver
11905,Mexico,1968,Athletics,Athletics,"FIGUEROLA CAMUE, Enrique",CUB,Men,4x100m relay,M,Silver
11906,Mexico,1968,Athletics,Athletics,"MONTES CASANOVA, Pablo",CUB,Men,4x100m relay,M,Silver
11907,Mexico,1968,Athletics,Athletics,"MORALES HACHAVARRIA, Juan",CUB,Men,4x100m relay,M,Silver
11908,Mexico,1968,Athletics,Athletics,"RAMIREZ LIMONTA, Hermes Julian",CUB,Men,4x100m relay,M,Silver
11917,Mexico,1968,Athletics,Athletics,"COBIAN HECHEVARRIA, Miguelina",CUB,Women,4x100m relay,W,Silver
11918,Mexico,1968,Athletics,Athletics,"ELEJALDE DIAZ, Marlene",CUB,Women,4x100m relay,W,Silver
11919,Mexico,1968,Athletics,Athletics,"QUESADA DIAZ, Violetta",CUB,Women,4x100m relay,W,Silver
11920,Mexico,1968,Athletics,Athletics,"ROMAY MARTINEZ, Fulgencia",CUB,Women,4x100m relay,W,Silver
11929,Mexico,1968,Athletics,Athletics,"ASATI, Charles",KEN,Men,4x400m relay,M,Silver
11930,Mexico,1968,Athletics,Athletics,"BON, Naftali",KEN,Men,4x400m relay,M,Silver
11931,Mexico,1968,Athletics,Athletics,"NYAMAU, Hezekiah Munyoro",KEN,Men,4x400m relay,M,Silver
11932,Mexico,1968,Athletics,Athletics,"RUDISHA, Daniel Matasi",KEN,Men,4x400m relay,M,Silver
11935,Mexico,1968,Athletics,Athletics,"KEINO, Kipchoge",KEN,Men,5000m,M,Silver
11938,Mexico,1968,Athletics,Athletics,"KISS, Antal",HUN,Men,50km walk,M,Silver
11941,Mexico,1968,Athletics,Athletics,"KIPRUGUT, Wilson Chuma",KEN,Men,800m,M,Silver
11944,Mexico,1968,Athletics,Athletics,"SILAI, Ileana",ROU,Women,800m,W,Silver
11947,Mexico,1968,Athletics,Athletics,"KILBORN-RYAN-NELSON, Pamela",AUS,Women,80m hurdles,W,Silver
11950,Mexico,1968,Athletics,Athletics,"WALDE, Hans Joachim",FRG,Men,decathlon,M,Silver
11953,Mexico,1968,Athletics,Athletics,"MILDE, Lothar",GDR,Men,discus throw,M,Silver
11956,Mexico,1968,Athletics,Athletics,"WESTERMANN, Liselotte (Liesel)",FRG,Women,discus throw,W,Silver
11959,Mexico,1968,Athletics,Athletics,"KLIM, Romuald",URS,Men,hammer throw,M,Silver
11962,Mexico,1968,Athletics,Athletics,"CARUTHERS, Edward J. Jr.",USA,Men,high jump,M,Silver
11965,Mexico,1968,Athletics,Athletics,"OKOROKOVA-LAZAREVA, Antonina",URS,Women,high jump,W,Silver
11968,Mexico,1968,Athletics,Athletics,"KINNUNEN, Jorma Viljo Palaavi",FIN,Men,javelin throw,M,Silver
11971,Mexico,1968,Athletics,Athletics,"PENES, Mihaela",ROU,Women,javelin throw,W,Silver
11974,Mexico,1968,Athletics,Athletics,"BEER, Klaus",GDR,Men,long jump,M,Silver
11977,Mexico,1968,Athletics,Athletics,"PARKIN-SHERWOOD, Sheila Hilary",GBR,Women,long jump,W,Silver
11980,Mexico,1968,Athletics,Athletics,"KIMIHARA, Kenji",JPN,Men,marathon,M,Silver
11983,Mexico,1968,Athletics,Athletics,"PROKOP-SYKORA, Liese",AUT,Women,pentathlon,W,Silver
11986,Mexico,1968,Athletics,Athletics,"SCHIPROWSKI, Claus",FRG,Men,pole vault,M,Silver
11989,Mexico,1968,Athletics,Athletics,"WOODS, George Roger",USA,Men,shot put,M,Silver
11992,Mexico,1968,Athletics,Athletics,"LANGE, Marita",GDR,Women,shot put,W,Silver
11995,Mexico,1968,Athletics,Athletics,"PRUDENCIO, Nelson",BRA,Men,triple jump,M,Silver
12020,Mexico,1968,Basketball,Basketball,"CERMAK, Dragutin",YUG,Men,basketball,M,Silver
12021,Mexico,1968,Basketball,Basketball,"COSIC, Kresimir",YUG,Men,basketball,M,Silver
12022,Mexico,1968,Basketball,Basketball,"CVETKOVIC, Vladimir",YUG,Men,basketball,M,Silver
12023,Mexico,1968,Basketball,Basketball,"DANEU, Ivo",YUG,Men,basketball,M,Silver
12024,Mexico,1968,Basketball,Basketball,"KORAC, Radivoje",YUG,Men,basketball,M,Silver
12025,Mexico,1968,Basketball,Basketball,"MAROEVIC, Zoran",YUG,Men,basketball,M,Silver
12026,Mexico,1968,Basketball,Basketball,"PLECAS, Nikola",YUG,Men,basketball,M,Silver
12027,Mexico,1968,Basketball,Basketball,"RAJKOVIC, Trajko",YUG,Men,basketball,M,Silver
12028,Mexico,1968,Basketball,Basketball,"RAZNATOVIC, Dragoslav",YUG,Men,basketball,M,Silver
12029,Mexico,1968,Basketball,Basketball,"SKANSI, Petar",YUG,Men,basketball,M,Silver
12030,Mexico,1968,Basketball,Basketball,"SOLMAN, Damir",YUG,Men,basketball,M,Silver
12031,Mexico,1968,Basketball,Basketball,"ZORGA, Aljosa",YUG,Men,basketball,M,Silver
12035,Mexico,1968,Boxing,Boxing,"JEE, Yong-Ju",KOR,Men,- 48kg (light-flyweight),M,Silver
12039,Mexico,1968,Boxing,Boxing,"CHEPULIS, Ionas",URS,Men,+ 81kg (heavyweight),M,Silver
12043,Mexico,1968,Boxing,Boxing,"OLECH, Artur",POL,Men,48 - 51kg (flyweight),M,Silver
12047,Mexico,1968,Boxing,Boxing,"MUKWANGA, Eridadi",UGA,Men,51 - 54kg (bantamweight),M,Silver
12051,Mexico,1968,Boxing,Boxing,"ROBINSON, Alberto",USA,Men,54 - 57kg (featherweight),M,Silver
12055,Mexico,1968,Boxing,Boxing,"GRUDZIEN, Jozef",POL,Men,57 - 60kg (lightweight),M,Silver
12059,Mexico,1968,Boxing,Boxing,"REQUEIFEROS BLANCO, Enrique",CUB,Men,60 - 63.5kg (light-welterweight),M,Silver
12063,Mexico,1968,Boxing,Boxing,"BESSALA, Joseph",CMR,Men,63.5 - 67kg (welterweight),M,Silver
12067,Mexico,1968,Boxing,Boxing,"GARBEY, Rolando",CUB,Men,67 - 71kg (light-middleweight),M,Silver
12071,Mexico,1968,Boxing,Boxing,"KISELEV, Aleksei",URS,Men,71-75kg,M,Silver
12075,Mexico,1968,Boxing,Boxing,"MONEA, Ion",ROU,Men,75 - 81kg (light-heavyweight),M,Silver
12078,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"LEWE, Detlef",FRG,Men,C-1 1000m (canoe single),M,Silver
12083,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"PETRIKOVICS, Gyula",HUN,Men,C-2 1000m (canoe double),M,Silver
12084,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"WICHMANN, Tamas",HUN,Men,C-2 1000m (canoe double),M,Silver
12087,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"SHAPARENKO, Aleksandr",URS,Men,K-1 1000m (kayak single),M,Silver
12090,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"BREUER-DUKAT, Renate",FRG,Women,K-1 500m (kayak single),W,Silver
12095,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"GICZI, Csaba",HUN,Men,K-2 1000m (kayak double),M,Silver
12096,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"TIMAR, Istvan",HUN,Men,K-2 1000m (kayak double),M,Silver
12101,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"PFEFFER, Anna",HUN,Women,K-2 500m (kayak double),W,Silver
12102,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"SAGI-ROZSNYOI, Katalin",HUN,Women,K-2 500m (kayak double),W,Silver
12111,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"CALENIC, Anton",ROU,Men,K-4 1000m (kayak four),M,Silver
12112,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"IVANOV, Dimitrie",ROU,Men,K-4 1000m (kayak four),M,Silver
12113,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"IVANOV, Haralambie",ROU,Men,K-4 1000m (kayak four),M,Silver
12114,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"TURCAS, Mihai",ROU,Men,K-4 1000m (kayak four),M,Silver
12117,Mexico,1968,Cycling,Cycling Road,"MORTENSEN, Leif",DEN,Men,individual road race,M,Silver
12126,Mexico,1968,Cycling,Cycling Road,"FÄGLUM-PETTERSSON, Erik",SWE,Men,team time trial,M,Silver
12127,Mexico,1968,Cycling,Cycling Road,"FÄGLUM-PETTERSSON, Sture",SWE,Men,team time trial,M,Silver
12128,Mexico,1968,Cycling,Cycling Road,"FÄGLUM-PETTERSSON, Tomas",SWE,Men,team time trial,M,Silver
12129,Mexico,1968,Cycling,Cycling Road,"PETTERSSON, Gösta A.B.",SWE,Men,team time trial,M,Silver
12132,Mexico,1968,Cycling,Cycling Track,"FREDBORG, Niels Christian",DEN,Men,1km time trial,M,Silver
12137,Mexico,1968,Cycling,Cycling Track,"JANSEN, Johannes Hendrikus",NED,Men,2000m tandem,M,Silver
12138,Mexico,1968,Cycling,Cycling Track,"LOEVESIJN, Leijn",NED,Men,2000m tandem,M,Silver
12141,Mexico,1968,Cycling,Cycling Track,"JENSEN, Mogens Frey",DEN,Men,Individual Pursuit,M,Silver
12144,Mexico,1968,Cycling,Cycling Track,"TURRINI, Giordano",ITA,Men,Sprint indivual,M,Silver
12153,Mexico,1968,Cycling,Cycling Track,"HEMPEL, Udo",FRG,Men,Team Pursuit (4000m),M,Silver
12154,Mexico,1968,Cycling,Cycling Track,"HENRICHS, Karlheinz",FRG,Men,Team Pursuit (4000m),M,Silver
12155,Mexico,1968,Cycling,Cycling Track,"KISSNER, Jürgen",FRG,Men,Team Pursuit (4000m),M,Silver
12156,Mexico,1968,Cycling,Cycling Track,"LINK, Karl",FRG,Men,Team Pursuit (4000m),M,Silver
12159,Mexico,1968,Equestrian,Dressage,"NECKERMANN, Josef",FRG,Men,individual,X,Silver
12164,Mexico,1968,Equestrian,Dressage,"KALITA, Ivan",URS,Men,team,X,Silver
12165,Mexico,1968,Equestrian,Dressage,"KIZIMOV, Ivan",URS,Men,team,X,Silver
12168,Mexico,1968,Equestrian,Dressage,"PETUSHKOVA, Elena",URS,Women,team,X,Silver
12171,Mexico,1968,Equestrian,Eventing,"ALLHUSEN, Derek Swithin",GBR,Men,individual,X,Silver
12178,Mexico,1968,Equestrian,Eventing,"PAGE, Michael Owen",USA,Men,team,X,Silver
12179,Mexico,1968,Equestrian,Eventing,"PLUMB, John Michael",USA,Men,team,X,Silver
12180,Mexico,1968,Equestrian,Eventing,"WOFFORD, James Cunningham",USA,Men,team,X,Silver
12183,Mexico,1968,Equestrian,Jumping,"COAKES, Marion Janice",GBR,Women,individual,X,Silver
12190,Mexico,1968,Equestrian,Jumping,"JONQUERES D'ORIOLA, Pierre",FRA,Men,team,X,Silver
12191,Mexico,1968,Equestrian,Jumping,"ROZIER, Jean Marcel",FRA,Men,team,X,Silver
12192,Mexico,1968,Equestrian,Jumping,"LEFEVRE, Janou",FRA,Women,team,X,Silver
12195,Mexico,1968,Fencing,Fencing,"KRISS, Grigori",URS,Men,épée individual,M,Silver
12206,Mexico,1968,Fencing,Fencing,"KRISS, Grigori",URS,Men,épée team,M,Silver
12207,Mexico,1968,Fencing,Fencing,"MODZALEVSKY, Viktor",URS,Men,épée team,M,Silver
12208,Mexico,1968,Fencing,Fencing,"NIKANCHIKOV, Aleksei",URS,Men,épée team,M,Silver
12209,Mexico,1968,Fencing,Fencing,"SMOLYAKOV, Yuri",URS,Men,épée team,M,Silver
12210,Mexico,1968,Fencing,Fencing,"VITEBSKY, Iosif",URS,Men,épée team,M,Silver
12213,Mexico,1968,Fencing,Fencing,"KAMUTI, Jenö",HUN,Men,foil individual,M,Silver
12216,Mexico,1968,Fencing,Fencing,"DEL PILAR ROLDAN TAPIA, Maria",MEX,Women,foil individual,W,Silver
12227,Mexico,1968,Fencing,Fencing,"PUTYATIN, Viktor",URS,Men,foil team,M,Silver
12228,Mexico,1968,Fencing,Fencing,"SHAROV, Yuri",URS,Men,foil team,M,Silver
12229,Mexico,1968,Fencing,Fencing,"SISIKIN, Yuri",URS,Men,foil team,M,Silver
12230,Mexico,1968,Fencing,Fencing,"STANKOVICH, Vasili",URS,Men,foil team,M,Silver
12231,Mexico,1968,Fencing,Fencing,"SVESHNIKOV, German",URS,Men,foil team,M,Silver
12242,Mexico,1968,Fencing,Fencing,"BOBIS-FERKASINSZKY, Ildiko",HUN,Women,foil team,W,Silver
12243,Mexico,1968,Fencing,Fencing,"DÖMÖLKI-SAKOVICS, Lidia",HUN,Women,foil team,W,Silver
12244,Mexico,1968,Fencing,Fencing,"JARMY, Maria",HUN,Women,foil team,W,Silver
12245,Mexico,1968,Fencing,Fencing,"MAROSI-FOLDESI, Paula",HUN,Women,foil team,W,Silver
12246,Mexico,1968,Fencing,Fencing,"REJTO-UJLAKI, Ildiko",HUN,Women,foil team,W,Silver
12249,Mexico,1968,Fencing,Fencing,"RAKITA, Mark",URS,Men,sabre individual,M,Silver
12260,Mexico,1968,Fencing,Fencing,"CALARESE, Wladimiro",ITA,Men,sabre team,M,Silver
12261,Mexico,1968,Fencing,Fencing,"CHICCA, Pierluigi",ITA,Men,sabre team,M,Silver
12262,Mexico,1968,Fencing,Fencing,"MAFFEI, Michele",ITA,Men,sabre team,M,Silver
12263,Mexico,1968,Fencing,Fencing,"RIGOLI, Rolando",ITA,Men,sabre team,M,Silver
12264,Mexico,1968,Fencing,Fencing,"SALVADORI, Cesare",ITA,Men,sabre team,M,Silver
12298,Mexico,1968,Football,Football,"CHRISTAKIEV, Georghi",BUL,Men,football,M,Silver
12299,Mexico,1968,Football,Football,"CHRISTOV, Atanas",BUL,Men,football,M,Silver
12300,Mexico,1968,Football,Football,"CHRISTOV, Kiril",BUL,Men,football,M,Silver
12301,Mexico,1968,Football,Football,"DIMITROV, Tzvetan",BUL,Men,football,M,Silver
12302,Mexico,1968,Football,Football,"DIMITROV, Yantcho",BUL,Men,football,M,Silver
12303,Mexico,1968,Football,Football,"DONEV, Asparukh",BUL,Men,football,M,Silver
12304,Mexico,1968,Football,Football,"GAYDARSKI, Milko",BUL,Men,football,M,Silver
12305,Mexico,1968,Football,Football,"GEORGIEV, Ivailo",BUL,Men,football,M,Silver
12306,Mexico,1968,Football,Football,"GEROV, Atanas",BUL,Men,football,M,Silver
12307,Mexico,1968,Football,Football,"GIONIN, Mikhail",BUL,Men,football,M,Silver
12308,Mexico,1968,Football,Football,"IVANOV, Georghi",BUL,Men,football,M,Silver
12309,Mexico,1968,Football,Football,"IVKOV, Kiril",BUL,Men,football,M,Silver
12310,Mexico,1968,Football,Football,"JEKOV, Petar",BUL,Men,football,M,Silver
12311,Mexico,1968,Football,Football,"NIKOLOV, Todor",BUL,Men,football,M,Silver
12312,Mexico,1968,Football,Football,"VASSILEV, Georghi",BUL,Men,football,M,Silver
12313,Mexico,1968,Football,Football,"YANTCHOVSKI, Evgeni",BUL,Men,football,M,Silver
12314,Mexico,1968,Football,Football,"YORDANOV, Stoyan",BUL,Men,football,M,Silver
12315,Mexico,1968,Football,Football,"ZAFIROV, Ivan",BUL,Men,football,M,Silver
12318,Mexico,1968,Gymnastics,Artistic G.,"CASLAVSKA, Vera",TCH,Women,balance beam,W,Silver
12321,Mexico,1968,Gymnastics,Artistic G.,"NAKAYAMA, Akinori",JPN,Men,floor exercises,M,Silver
12330,Mexico,1968,Gymnastics,Artistic G.,"VORONIN, Mikhail",URS,Men,individual all-round,M,Silver
12333,Mexico,1968,Gymnastics,Artistic G.,"VORONINA, Zinaida",URS,Women,individual all-round,W,Silver
12336,Mexico,1968,Gymnastics,Artistic G.,"VORONIN, Mikhail",URS,Men,parallel bars,M,Silver
12339,Mexico,1968,Gymnastics,Artistic G.,"LAIHO, Olli Eino",FIN,Men,pommel horse,M,Silver
12342,Mexico,1968,Gymnastics,Artistic G.,"VORONIN, Mikhail",URS,Men,rings,M,Silver
12355,Mexico,1968,Gymnastics,Artistic G.,"DIOMIDOV, Sergei",URS,Men,team competition,M,Silver
12356,Mexico,1968,Gymnastics,Artistic G.,"ILYINYKH, Valeri",URS,Men,team competition,M,Silver
12357,Mexico,1968,Gymnastics,Artistic G.,"KARASEV, Valeri",URS,Men,team competition,M,Silver
12358,Mexico,1968,Gymnastics,Artistic G.,"KLIMENKO, Viktor",URS,Men,team competition,M,Silver
12359,Mexico,1968,Gymnastics,Artistic G.,"LISITSKY, Viktor",URS,Men,team competition,M,Silver
12360,Mexico,1968,Gymnastics,Artistic G.,"VORONIN, Mikhail",URS,Men,team competition,M,Silver
12373,Mexico,1968,Gymnastics,Artistic G.,"CASLAVSKA, Vera",TCH,Women,team competition,W,Silver
12374,Mexico,1968,Gymnastics,Artistic G.,"KRAJCIROVA-NEMETHOVA, Mariana",TCH,Women,team competition,W,Silver
12375,Mexico,1968,Gymnastics,Artistic G.,"LISKOVA, Hana",TCH,Women,team competition,W,Silver
12376,Mexico,1968,Gymnastics,Artistic G.,"POSNEROVA-KUBICKOVA, Jana",TCH,Women,team competition,W,Silver
12377,Mexico,1968,Gymnastics,Artistic G.,"RIMNACOVA, Bohmila",TCH,Women,team competition,W,Silver
12378,Mexico,1968,Gymnastics,Artistic G.,"SKLENICKOVA, Miroslava",TCH,Women,team competition,W,Silver
12381,Mexico,1968,Gymnastics,Artistic G.,"JANZ, Karin",GDR,Women,uneven bars,W,Silver
12384,Mexico,1968,Gymnastics,Artistic G.,"ENDO, Yukio",JPN,Men,vault,M,Silver
12387,Mexico,1968,Gymnastics,Artistic G.,"ZUCHOLD, Erika",GDR,Women,vault,W,Silver
12416,Mexico,1968,Hockey,Hockey,"DEARING, Paul",AUS,Men,hockey,M,Silver
