,City,Edition,Sport,Discipline,Participant,Nation,Sex,Event,Event_gender,Medal
23548,Sydney,2000,Athletics,Athletics,"KORZENIOWSKI, Robert",POL,Men,20km walk,M,Gold
23551,Sydney,2000,Athletics,Athletics,"KOSGEI, Reuben",KEN,Men,3000m steeplechase,M,Gold
23554,Sydney,2000,Athletics,Athletics,"JOHNSON, Michael",USA,Men,400m,M,Gold
23557,Sydney,2000,Athletics,Athletics,"FREEMAN, Cathy",AUS,Women,400m,W,Gold
23560,Sydney,2000,Athletics,Athletics,"TAYLOR, Angelo",USA,Men,400m hurdles,M,Gold
23563,Sydney,2000,Athletics,Athletics,"PRIVALOVA, Irina",RUS,Women,400m hurdles,W,Gold
23569,Sydney,2000,Athletics,Athletics,"BROKENBURR, Kenneth",USA,Men,4x100m relay,M,Gold
23570,Sydney,2000,Athletics,Athletics,"DRUMMOND, Jon",USA,Men,4x100m relay,M,Gold
23571,Sydney,2000,Athletics,Athletics,"GREENE, Maurice",USA,Men,4x100m relay,M,Gold
23572,Sydney,2000,Athletics,Athletics,"LEWIS, Brian",USA,Men,4x100m relay,M,Gold
23573,Sydney,2000,Athletics,Athletics,"MONTGOMERY, Tim",USA,Men,4x100m relay,M,Gold
23574,Sydney,2000,Athletics,Athletics,"WILLIAMS III, Bernard",USA,Men,4x100m relay,M,Gold
23584,Sydney,2000,Athletics,Athletics,"DAVIS, Pauline Elaine",BAH,Women,4x100m relay,W,Gold
23585,Sydney,2000,Athletics,Athletics,"FERGUSON-MCKENZIE, Debbie",BAH,Women,4x100m relay,W,Gold
23586,Sydney,2000,Athletics,Athletics,"FYNES, Sevatheda",BAH,Women,4x100m relay,W,Gold
23587,Sydney,2000,Athletics,Athletics,"LEWIS, Eldice",BAH,Women,4x100m relay,W,Gold
23588,Sydney,2000,Athletics,Athletics,"STURRUP, Chandra",BAH,Women,4x100m relay,W,Gold
23612,Sydney,2000,Athletics,Athletics,"ANDERSON, Andrea",USA,Women,4x400m relay,W,Gold
23613,Sydney,2000,Athletics,Athletics,"COLANDER, LaTasha",USA,Women,4x400m relay,W,Gold
23614,Sydney,2000,Athletics,Athletics,"HENNAGAN, Monique",USA,Women,4x400m relay,W,Gold
23615,Sydney,2000,Athletics,Athletics,"MILES, Jearl",USA,Women,4x400m relay,W,Gold
23623,Sydney,2000,Athletics,Athletics,"WOLDE, Millon",ETH,Men,5000m,M,Gold
23626,Sydney,2000,Athletics,Athletics,"SZABO, Gabriela",ROU,Women,5000m,W,Gold
23629,Sydney,2000,Athletics,Athletics,"KORZENIOWSKI, Robert",POL,Men,50km walk,M,Gold
23632,Sydney,2000,Athletics,Athletics,"SCHUMANN, Nils",GER,Men,800m,M,Gold
23635,Sydney,2000,Athletics,Athletics,"MUTOLA, Maria",MOZ,Women,800m,W,Gold
23638,Sydney,2000,Athletics,Athletics,"NOOL, Erki",EST,Men,decathlon,M,Gold
23641,Sydney,2000,Athletics,Athletics,"ALEKNA, Virgilijus",LTU,Men,discus throw,M,Gold
23644,Sydney,2000,Athletics,Athletics,"ZVEREVA, Ellina",BLR,Women,discus throw,W,Gold
23647,Sydney,2000,Athletics,Athletics,"ZIOLKOWSKI, Szymon",POL,Men,hammer throw,M,Gold
23650,Sydney,2000,Athletics,Athletics,"SKOLIMOWSKA, Kamila",POL,Women,hammer throw,W,Gold
23653,Sydney,2000,Athletics,Athletics,"LEWIS, Denise",GBR,Women,heptathlon,W,Gold
23656,Sydney,2000,Athletics,Athletics,"KLIUGIN, Sergey",RUS,Men,high jump,M,Gold
23660,Sydney,2000,Athletics,Athletics,"YELESINA, Yelena",RUS,Women,high jump,W,Gold
23663,Sydney,2000,Athletics,Athletics,"ZELEZNY, Jan",CZE,Men,javelin throw,M,Gold
23666,Sydney,2000,Athletics,Athletics,"HATTESTAD, Trine",NOR,Women,javelin throw,W,Gold
23669,Sydney,2000,Athletics,Athletics,"PEDROSO, Ivan",CUB,Men,long jump,M,Gold
23672,Sydney,2000,Athletics,Athletics,"DRECHSLER, Heike",GER,Women,long jump,W,Gold
23676,Sydney,2000,Athletics,Athletics,"ABERA, Gezahegne",ETH,Men,marathon,M,Gold
23678,Sydney,2000,Athletics,Athletics,"TAKAHASHI, Naoko",JPN,Women,marathon,W,Gold
23681,Sydney,2000,Athletics,Athletics,"HYSONG, Nick",USA,Men,pole vault,M,Gold
23684,Sydney,2000,Athletics,Athletics,"DRAGILA, Stacy",USA,Women,pole vault,W,Gold
23687,Sydney,2000,Athletics,Athletics,"HARJU, Arsi",FIN,Men,shot put,M,Gold
23690,Sydney,2000,Athletics,Athletics,"KAROLCHIK, Yanina",BLR,Women,shot put,W,Gold
23693,Sydney,2000,Athletics,Athletics,"EDWARDS, Jonathan David",GBR,Men,triple jump,M,Gold
23696,Sydney,2000,Athletics,Athletics,"MARINOVA, Tereza",BUL,Women,triple jump,W,Gold
23701,Sydney,2000,Badminton,Badminton,"GUNAWAN, Tony",INA,Men,doubles,M,Gold
23702,Sydney,2000,Badminton,Badminton,"WIJAYA, Candra",INA,Men,doubles,M,Gold
23703,Sydney,2000,Badminton,Badminton,"ZHANG, Jun",CHN,Men,doubles,X,Gold
23710,Sydney,2000,Badminton,Badminton,"GE, Fei",CHN,Women,doubles,W,Gold
23711,Sydney,2000,Badminton,Badminton,"GU, Jun",CHN,Women,doubles,W,Gold
23712,Sydney,2000,Badminton,Badminton,"GAO, Ling",CHN,Women,doubles,X,Gold
23717,Sydney,2000,Badminton,Badminton,"JI, Xinpeng",CHN,Men,singles,M,Gold
23720,Sydney,2000,Badminton,Badminton,"GONG, Zhichao",CHN,Women,singles,W,Gold
23746,Sydney,2000,Baseball,Baseball,"ABERNATHY, Brent",USA,Men,baseball,M,Gold
23747,Sydney,2000,Baseball,Baseball,"AINSWORTH, Kurt",USA,Men,baseball,M,Gold
23748,Sydney,2000,Baseball,Baseball,"BORDERS, Pat",USA,Men,baseball,M,Gold
23749,Sydney,2000,Baseball,Baseball,"BURROUGHS, Sean",USA,Men,baseball,M,Gold
23750,Sydney,2000,Baseball,Baseball,"COTTON, John",USA,Men,baseball,M,Gold
23751,Sydney,2000,Baseball,Baseball,"DAWKINS, Travis",USA,Men,baseball,M,Gold
23752,Sydney,2000,Baseball,Baseball,"EVERETT, Adam",USA,Men,baseball,M,Gold
23753,Sydney,2000,Baseball,Baseball,"FRANKLIN, Ryan",USA,Men,baseball,M,Gold
23754,Sydney,2000,Baseball,Baseball,"GEORGE, Chris",USA,Men,baseball,M,Gold
23755,Sydney,2000,Baseball,Baseball,"HEAMS, Shane",USA,Men,baseball,M,Gold
23756,Sydney,2000,Baseball,Baseball,"JENSEN, Marcus",USA,Men,baseball,M,Gold
23757,Sydney,2000,Baseball,Baseball,"KINKADE, Mike",USA,Men,baseball,M,Gold
23758,Sydney,2000,Baseball,Baseball,"KRIVDA, Rick",USA,Men,baseball,M,Gold
23759,Sydney,2000,Baseball,Baseball,"MIENTKIEWICZ, Doug",USA,Men,baseball,M,Gold
23760,Sydney,2000,Baseball,Baseball,"NEILL, Mike",USA,Men,baseball,M,Gold
23761,Sydney,2000,Baseball,Baseball,"OSWALT, Roy",USA,Men,baseball,M,Gold
23762,Sydney,2000,Baseball,Baseball,"RAUCH, Jon",USA,Men,baseball,M,Gold
23763,Sydney,2000,Baseball,Baseball,"SANDERS, Anthony",USA,Men,baseball,M,Gold
23764,Sydney,2000,Baseball,Baseball,"SEAY, Bobby",USA,Men,baseball,M,Gold
23765,Sydney,2000,Baseball,Baseball,"SHEETS, Ben",USA,Men,baseball,M,Gold
23766,Sydney,2000,Baseball,Baseball,"WILKERSON, Brad",USA,Men,baseball,M,Gold
23767,Sydney,2000,Baseball,Baseball,"WILLIAMS, Todd",USA,Men,baseball,M,Gold
23768,Sydney,2000,Baseball,Baseball,"YOUNG, Ernie",USA,Men,baseball,M,Gold
23769,Sydney,2000,Baseball,Baseball,"YOUNG, Tim",USA,Men,baseball,M,Gold
23806,Sydney,2000,Basketball,Basketball,"ABDUR-RAHIM, Shareef",USA,Men,basketball,M,Gold
23807,Sydney,2000,Basketball,Basketball,"ALLEN, Ray",USA,Men,basketball,M,Gold
23808,Sydney,2000,Basketball,Basketball,"BAKER, Vin",USA,Men,basketball,M,Gold
23809,Sydney,2000,Basketball,Basketball,"CARTER, Vince",USA,Men,basketball,M,Gold
23810,Sydney,2000,Basketball,Basketball,"GARNETT, Kevin",USA,Men,basketball,M,Gold
23811,Sydney,2000,Basketball,Basketball,"HARDAWAY, Tim",USA,Men,basketball,M,Gold
23812,Sydney,2000,Basketball,Basketball,"HOUSTON, Allan",USA,Men,basketball,M,Gold
23813,Sydney,2000,Basketball,Basketball,"KIDD, Jason",USA,Men,basketball,M,Gold
23814,Sydney,2000,Basketball,Basketball,"MCDYESS, Antonio",USA,Men,basketball,M,Gold
23815,Sydney,2000,Basketball,Basketball,"MOURNING, Alonzo",USA,Men,basketball,M,Gold
23816,Sydney,2000,Basketball,Basketball,"PAYTON, Gary",USA,Men,basketball,M,Gold
23817,Sydney,2000,Basketball,Basketball,"SMITH, Steve",USA,Men,basketball,M,Gold
23842,Sydney,2000,Basketball,Basketball,"BOLTON, Ruthie",USA,Women,basketball,W,Gold
23843,Sydney,2000,Basketball,Basketball,"EDWARDS, Teresa",USA,Women,basketball,W,Gold
23844,Sydney,2000,Basketball,Basketball,"GRIFFITH, Yolanda",USA,Women,basketball,W,Gold
23845,Sydney,2000,Basketball,Basketball,"HOLDSCLAW, Chamique",USA,Women,basketball,W,Gold
23846,Sydney,2000,Basketball,Basketball,"LESLIE, Lisa",USA,Women,basketball,W,Gold
23847,Sydney,2000,Basketball,Basketball,"MCCRAY, Nikki",USA,Women,basketball,W,Gold
23848,Sydney,2000,Basketball,Basketball,"MILTON, Delisha",USA,Women,basketball,W,Gold
23849,Sydney,2000,Basketball,Basketball,"SMITH, Katie",USA,Women,basketball,W,Gold
23850,Sydney,2000,Basketball,Basketball,"STALEY, Dawn",USA,Women,basketball,W,Gold
23851,Sydney,2000,Basketball,Basketball,"SWOOPES, Sheryl",USA,Women,basketball,W,Gold
23852,Sydney,2000,Basketball,Basketball,"WILLIAMS, Natalie",USA,Women,basketball,W,Gold
23853,Sydney,2000,Basketball,Basketball,"WOLTERS, Kara",USA,Women,basketball,W,Gold
23868,Sydney,2000,Boxing,Boxing,"ASLOUM, Brahim",FRA,Men,- 48kg (light-flyweight),M,Gold
23872,Sydney,2000,Boxing,Boxing,"HARRISON, Audley",GBR,Men,+ 91kg (super heavyweight),M,Gold
23876,Sydney,2000,Boxing,Boxing,"PONLID, Wijan",THA,Men,48 - 51kg (flyweight),M,Gold
23880,Sydney,2000,Boxing,Boxing,"RIGONDEAUX ORTIZ, Guillermo",CUB,Men,51 - 54kg (bantamweight),M,Gold
23884,Sydney,2000,Boxing,Boxing,"SATTARKHANOV, Bekzat",KAZ,Men,54 - 57kg (featherweight),M,Gold
23888,Sydney,2000,Boxing,Boxing,"KINDELAN, Mario",CUB,Men,57 - 60kg (lightweight),M,Gold
23892,Sydney,2000,Boxing,Boxing,"ABDOOLLAYEV, Mahammatkodir",UZB,Men,60 - 63.5kg (light-welterweight),M,Gold
23896,Sydney,2000,Boxing,Boxing,"SAITOV, Oleg",RUS,Men,63.5 - 67kg (welterweight),M,Gold
23900,Sydney,2000,Boxing,Boxing,"IBRAIMOV, Yermakhan",KAZ,Men,67 - 71kg (light-middleweight),M,Gold
23904,Sydney,2000,Boxing,Boxing,"GUTIERREZ, Jorge",CUB,Men,71-75kg,M,Gold
23908,Sydney,2000,Boxing,Boxing,"LEBZIAK, Alexandre",RUS,Men,75 - 81kg (light-heavyweight),M,Gold
23912,Sydney,2000,Boxing,Boxing,"SAVON, Felix",CUB,Men,81 - 91kg (heavyweight),M,Gold
23915,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"DITTMER, Andreas",GER,Men,C-1 1000m (canoe single),M,Gold
23918,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"KOLONICS, Gyorgy",HUN,Men,C-1 500m (canoe single),M,Gold
23922,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"POPESCU, Florin",ROU,Men,C-2 1000m (canoe double),M,Gold
23923,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"PRICOP, Mitica",ROU,Men,C-2 1000m (canoe double),M,Gold
23928,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"NOVAK, Ferenc",HUN,Men,C-2 500m (canoe double),M,Gold
23929,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"PULAI, Imre",HUN,Men,C-2 500m (canoe double),M,Gold
23933,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"HOLMANN, Knut",NOR,Men,K-1 1000m (kayak single),M,Gold
23936,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"HOLMANN, Knut",NOR,Men,K-1 500m (kayak single),M,Gold
23939,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"IDEM, Josefa",ITA,Women,K-1 500m (kayak single),W,Gold
23943,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"BONOMI, Beniamino",ITA,Men,K-2 1000m (kayak double),M,Gold
23944,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"ROSSI, Antonio",ITA,Men,K-2 1000m (kayak double),M,Gold
23949,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"KAMMERER, Zoltan",HUN,Men,K-2 500m (kayak double),M,Gold
23950,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"STORCZ, Botond",HUN,Men,K-2 500m (kayak double),M,Gold
23955,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"FISCHER, Birgit",GER,Women,K-2 500m (kayak double),W,Gold
23956,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"WAGNER-AUGUSTIN, Katrin",GER,Women,K-2 500m (kayak double),W,Gold
23963,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"HORVATH, Gabor",HUN,Men,K-4 1000m (kayak four),M,Gold
23964,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"KAMMERER, Zoltan",HUN,Men,K-4 1000m (kayak four),M,Gold
23965,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"STORCZ, Botond",HUN,Men,K-4 1000m (kayak four),M,Gold
23966,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"VERECKEI, Akos",HUN,Men,K-4 1000m (kayak four),M,Gold
23975,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"FISCHER, Birgit",GER,Women,K-4 500m (kayak four),W,Gold
23976,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"MUCKE, Manuela",GER,Women,K-4 500m (kayak four),W,Gold
23977,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"SCHUCK, Anett",GER,Women,K-4 500m (kayak four),W,Gold
23978,Sydney,2000,Canoe / Kayak,Canoe / Kayak F,"WAGNER-AUGUSTIN, Katrin",GER,Women,K-4 500m (kayak four),W,Gold
23984,Sydney,2000,Canoe / Kayak,Canoe / Kayak S,"ESTANGUET, Tony",FRA,Men,C-1 (canoe single),M,Gold
23988,Sydney,2000,Canoe / Kayak,Canoe / Kayak S,"HOCHSCHORNER, Pavol",SVK,Men,C-2 (canoe double),M,Gold
23989,Sydney,2000,Canoe / Kayak,Canoe / Kayak S,"HOCHSCHORNER, Peter",SVK,Men,C-2 (canoe double),M,Gold
23993,Sydney,2000,Canoe / Kayak,Canoe / Kayak S,"SCHMIDT, Thomas",GER,Men,K-1 (kayak single),M,Gold
23996,Sydney,2000,Canoe / Kayak,Canoe / Kayak S,"HILGERTOVA, Stepanka",CZE,Women,K-1 (kayak single),W,Gold
23999,Sydney,2000,Cycling,Cycling Road,"ULLRICH, Jan",GER,Men,individual road race,M,Gold
24002,Sydney,2000,Cycling,Cycling Road,"ZIJLAARD-VAN MOORSEL, Leontien",NED,Women,individual road race,W,Gold
24005,Sydney,2000,Cycling,Cycling Road,"EKIMOV, Vyacheslav",RUS,Men,individual time trial,M,Gold
24008,Sydney,2000,Cycling,Cycling Road,"ZIJLAARD-VAN MOORSEL, Leontien",NED,Women,individual time trial,W,Gold
24011,Sydney,2000,Cycling,Cycling Track,"QUEALLY, Jason",GBR,Men,1km time trial,M,Gold
24014,Sydney,2000,Cycling,Cycling Track,"BALLANGER, Felicia",FRA,Women,500m time trial,W,Gold
24017,Sydney,2000,Cycling,Cycling Track,"BARTKO, Robert",GER,Men,Individual Pursuit,M,Gold
24020,Sydney,2000,Cycling,Cycling Track,"ZIJLAARD-VAN MOORSEL, Leontien",NED,Women,individual pursuit,W,Gold
24023,Sydney,2000,Cycling,Cycling Track,"ROUSSEAU, Florian",FRA,Men,Keirin,M,Gold
24027,Sydney,2000,Cycling,Cycling Track,"AITKEN, Brett",AUS,Men,Madison,M,Gold
24028,Sydney,2000,Cycling,Cycling Track,"MCGRORY, Scott",AUS,Men,Madison,M,Gold
24034,Sydney,2000,Cycling,Cycling Track,"GANE, Laurent",FRA,Men,Olympic Sprint,M,Gold
24035,Sydney,2000,Cycling,Cycling Track,"ROUSSEAU, Florian",FRA,Men,Olympic Sprint,M,Gold
24036,Sydney,2000,Cycling,Cycling Track,"TOURNANT, Arnaud",FRA,Men,Olympic Sprint,M,Gold
24041,Sydney,2000,Cycling,Cycling Track,"LLANERAS, Joan",ESP,Men,Points Race,M,Gold
24044,Sydney,2000,Cycling,Cycling Track,"BELLUTTI, Antonella",ITA,Women,points race,W,Gold
24047,Sydney,2000,Cycling,Cycling Track,"BALLANGER, Felicia",FRA,Women,sprint,W,Gold
24050,Sydney,2000,Cycling,Cycling Track,"NOTHSTEIN, Marty",USA,Men,Sprint indivual,M,Gold
24058,Sydney,2000,Cycling,Cycling Track,"BARTKO, Robert",GER,Men,Team Pursuit (4000m),M,Gold
24059,Sydney,2000,Cycling,Cycling Track,"BECKE, Daniel",GER,Men,Team Pursuit (4000m),M,Gold
24060,Sydney,2000,Cycling,Cycling Track,"FULST, Guido",GER,Men,Team Pursuit (4000m),M,Gold
24061,Sydney,2000,Cycling,Cycling Track,"LEHMANN, Jens",GER,Men,Team Pursuit (4000m),M,Gold
24062,Sydney,2000,Cycling,Cycling Track,"POLLACK, Olaf",GER,Men,Team Pursuit (4000m),M,Gold
24068,Sydney,2000,Cycling,Mountain Bike,"MARTINEZ, Miguel",FRA,Men,cross-country,M,Gold
24071,Sydney,2000,Cycling,Mountain Bike,"PEZZO, Paola",ITA,Women,cross-country,W,Gold
24074,Sydney,2000,Equestrian,Dressage,"VAN GRUNSVEN, Anky",NED,Women,individual,X,Gold
24081,Sydney,2000,Equestrian,Dressage,"CAPELLMANN, Nadine",GER,Women,team,X,Gold
24082,Sydney,2000,Equestrian,Dressage,"SALZGEBER, Ulla",GER,Women,team,X,Gold
24083,Sydney,2000,Equestrian,Dressage,"SIMONS DE RIDDER, Alexandra",GER,Women,team,X,Gold
24084,Sydney,2000,Equestrian,Dressage,"WERTH, Isabell",GER,Women,team,X,Gold
24089,Sydney,2000,Equestrian,Eventing,"O'CONNOR, David",USA,Men,individual,X,Gold
24092,Sydney,2000,Equestrian,Eventing,"DUTTON, Phillip",AUS,Men,team,X,Gold
24093,Sydney,2000,Equestrian,Eventing,"HOY, Andrew",AUS,Men,team,X,Gold
24094,Sydney,2000,Equestrian,Eventing,"RYAN, Matthew Morgan",AUS,Men,team,X,Gold
24095,Sydney,2000,Equestrian,Eventing,"TINNEY, Stuart",AUS,Men,team,X,Gold
24104,Sydney,2000,Equestrian,Jumping,"DUBBELDAM, Jeroen",NED,Men,individual,X,Gold
24110,Sydney,2000,Equestrian,Jumping,"BECKER, Otto",GER,Men,team,X,Gold
24111,Sydney,2000,Equestrian,Jumping,"BEERBAUM, Ludger",GER,Men,team,X,Gold
24112,Sydney,2000,Equestrian,Jumping,"EHNING, Marcus",GER,Men,team,X,Gold
24113,Sydney,2000,Equestrian,Jumping,"NIEBERG, Lars",GER,Men,team,X,Gold
24119,Sydney,2000,Fencing,Fencing,"KOLOBKOV, Pavel",RUS,Men,épée individual,M,Gold
24122,Sydney,2000,Fencing,Fencing,"NAGY, Timea",HUN,Women,épée individual,W,Gold
24127,Sydney,2000,Fencing,Fencing,"MAZZONI, Angelo",ITA,Men,épée team,M,Gold
24128,Sydney,2000,Fencing,Fencing,"MILANOLI, Paolo",ITA,Men,épée team,M,Gold
24129,Sydney,2000,Fencing,Fencing,"RANDAZZO, Maurizio",ITA,Men,épée team,M,Gold
24130,Sydney,2000,Fencing,Fencing,"ROTA, Alfredo",ITA,Men,épée team,M,Gold
24137,Sydney,2000,Fencing,Fencing,"AZNAVOURIAN, Karina",RUS,Women,épée team,W,Gold
24138,Sydney,2000,Fencing,Fencing,"ERMAKOVA, Oxana",RUS,Women,épée team,W,Gold
24139,Sydney,2000,Fencing,Fencing,"LOGOUNOVA, Tatiana",RUS,Women,épée team,W,Gold
24140,Sydney,2000,Fencing,Fencing,"MAZINA, Mariya",RUS,Women,épée team,W,Gold
24145,Sydney,2000,Fencing,Fencing,"KIM, Young Ho",KOR,Men,foil individual,M,Gold
24148,Sydney,2000,Fencing,Fencing,"VEZZALI, Valentina",ITA,Women,foil individual,W,Gold
24154,Sydney,2000,Fencing,Fencing,"FERRARI, Jean-Noel",FRA,Men,foil team,M,Gold
24155,Sydney,2000,Fencing,Fencing,"GUYART, Brice",FRA,Men,foil team,M,Gold
24156,Sydney,2000,Fencing,Fencing,"LHOTELLIER, Patrice",FRA,Men,foil team,M,Gold
24157,Sydney,2000,Fencing,Fencing,"PLUMENAIL, Lionel",FRA,Men,foil team,M,Gold
24164,Sydney,2000,Fencing,Fencing,"BIANCHEDI, Diana",ITA,Women,foil team,W,Gold
24165,Sydney,2000,Fencing,Fencing,"TRILLINI, Giovanna",ITA,Women,foil team,W,Gold
24166,Sydney,2000,Fencing,Fencing,"VEZZALI, Valentina",ITA,Women,foil team,W,Gold
24172,Sydney,2000,Fencing,Fencing,"COVALIU, Mihai",ROU,Men,sabre individual,M,Gold
24177,Sydney,2000,Fencing,Fencing,"CHARIKOV, Serguei",RUS,Men,sabre team,M,Gold
24178,Sydney,2000,Fencing,Fencing,"FROSSINE, Alexei",RUS,Men,sabre team,M,Gold
24179,Sydney,2000,Fencing,Fencing,"POZDNYAKOV, Stanislav",RUS,Men,sabre team,M,Gold
24202,Sydney,2000,Football,Football,"ABANDA ETONG, Patrice",CMR,Men,football,M,Gold
24203,Sydney,2000,Football,Football,"ALNOUDJI, Nicolas",CMR,Men,football,M,Gold
24204,Sydney,2000,Football,Football,"BEAUD, Clement",CMR,Men,football,M,Gold
24205,Sydney,2000,Football,Football,"BEKONO NDENE, Daniel",CMR,Men,football,M,Gold
24206,Sydney,2000,Football,Football,"BRANCO, Serge",CMR,Men,football,M,Gold
24207,Sydney,2000,Football,Football,"EPALLE, Joel",CMR,Men,football,M,Gold
24208,Sydney,2000,Football,Football,"ETAME MAYER, Lawren",CMR,Men,football,M,Gold
24209,Sydney,2000,Football,Football,"ETO'O FILS, Samuel",CMR,Men,football,M,Gold
24210,Sydney,2000,Football,Football,"KAMENI, Idriss C",CMR,Men,football,M,Gold
24211,Sydney,2000,Football,Football,"MBAMI, Modeste",CMR,Men,football,M,Gold
24212,Sydney,2000,Football,Football,"MBOMA DEM, Patrick",CMR,Men,football,M,Gold
24213,Sydney,2000,Football,Football,"MEYONG ZE, Albert",CMR,Men,football,M,Gold
24214,Sydney,2000,Football,Football,"MIMPO, Serge",CMR,Men,football,M,Gold
24215,Sydney,2000,Football,Football,"NGOME KOME, Daniel",CMR,Men,football,M,Gold
24216,Sydney,2000,Football,Football,"NGUIMBAT, Aaron",CMR,Men,football,M,Gold
24217,Sydney,2000,Football,Football,"NJITAP FOTSO, Geremi",CMR,Men,football,M,Gold
24218,Sydney,2000,Football,Football,"SUFFO K, Patrick",CMR,Men,football,M,Gold
24219,Sydney,2000,Football,Football,"WOME NLEND, Pierre",CMR,Men,football,M,Gold
24256,Sydney,2000,Football,Football,"BEKKEVOLD, Kristin",NOR,Women,football,W,Gold
24257,Sydney,2000,Football,Football,"ESPESETH, Gro",NOR,Women,football,W,Gold
24258,Sydney,2000,Football,Football,"GULBRANDSEN, Ragnhild",NOR,Women,football,W,Gold
24259,Sydney,2000,Football,Football,"GULBRANDSEN, Solveig",NOR,Women,football,W,Gold
24260,Sydney,2000,Football,Football,"HAUGENES, Margunn",NOR,Women,football,W,Gold
24261,Sydney,2000,Football,Football,"HOVLAND, Ingeborg",NOR,Women,football,W,Gold
24262,Sydney,2000,Football,Football,"JENSEN, Christine Boe",NOR,Women,football,W,Gold
24263,Sydney,2000,Football,Football,"JOERGENSEN, Silje",NOR,Women,football,W,Gold
24264,Sydney,2000,Football,Football,"KNUDSEN, Monica",NOR,Women,football,W,Gold
24265,Sydney,2000,Football,Football,"KRINGEN, Goeril",NOR,Women,football,W,Gold
24266,Sydney,2000,Football,Football,"KVITLAND, Bente",NOR,Women,football,W,Gold
24267,Sydney,2000,Football,Football,"LEHN, Unni",NOR,Women,football,W,Gold
24268,Sydney,2000,Football,Football,"MELLGREN, Dagny",NOR,Women,football,W,Gold
24269,Sydney,2000,Football,Football,"NORDBY, Bente",NOR,Women,football,W,Gold
24270,Sydney,2000,Football,Football,"PETTERSEN, Marianne",NOR,Women,football,W,Gold
24271,Sydney,2000,Football,Football,"RAPP, Anita",NOR,Women,football,W,Gold
24272,Sydney,2000,Football,Football,"RIISE, Hege",NOR,Women,football,W,Gold
24273,Sydney,2000,Football,Football,"SANDAUNE, Brit",NOR,Women,football,W,Gold
24293,Sydney,2000,Gymnastics,Artistic G.,"LIU, Xuan",CHN,Women,balance beam,W,Gold
24296,Sydney,2000,Gymnastics,Artistic G.,"VIHROVS, Igors",LAT,Men,floor exercises,M,Gold
24299,Sydney,2000,Gymnastics,Artistic G.,"ZAMOLODCHIKOVA, Elena",RUS,Women,floor exercises,W,Gold
