,City,Edition,Sport,Discipline,Participant,Nation,Sex,Event,Event_gender,Medal
12857,Munich,1972,Aquatics,Swimming,"ROTHHAMMER, Keena Ruth",USA,Women,800m freestyle,W,Gold
12870,Munich,1972,Aquatics,Water polo,"AKIMOV, Anatoli",URS,Men,water polo,M,Gold
12871,Munich,1972,Aquatics,Water polo,"BARKALOV, Aleksei",URS,Men,water polo,M,Gold
12872,Munich,1972,Aquatics,Water polo,"DOLGUSHIN, Aleksandr",URS,Men,water polo,M,Gold
12873,Munich,1972,Aquatics,Water polo,"DREVAL, Aleksandr",URS,Men,water polo,M,Gold
12874,Munich,1972,Aquatics,Water polo,"GULYAEV, Vadim",URS,Men,water polo,M,Gold
12875,Munich,1972,Aquatics,Water polo,"KABANOV, Aleksandr",URS,Men,water polo,M,Gold
12876,Munich,1972,Aquatics,Water polo,"MELNIKOV, Nikolai",URS,Men,water polo,M,Gold
12877,Munich,1972,Aquatics,Water polo,"OSIPOV, Leonid",URS,Men,water polo,M,Gold
12878,Munich,1972,Aquatics,Water polo,"SHIDLOVSKY, Aleksandr",URS,Men,water polo,M,Gold
12879,Munich,1972,Aquatics,Water polo,"SHMUDSKY, Vladimir",URS,Men,water polo,M,Gold
12880,Munich,1972,Aquatics,Water polo,"SOBCHENKO, Viacheslav",URS,Men,water polo,M,Gold
12893,Munich,1972,Archery,Archery,"WILLIAMS, John Chester",USA,Men,individual FITA round,M,Gold
12896,Munich,1972,Archery,Archery,"WILBER, Doreen Viola Hansen",USA,Women,individual FITA round,W,Gold
12899,Munich,1972,Athletics,Athletics,"VIREN, Lasse",FIN,Men,10000m,M,Gold
12902,Munich,1972,Athletics,Athletics,"BORZOV, Valery",URS,Men,100m,M,Gold
12905,Munich,1972,Athletics,Athletics,"STECHER, Renate",GDR,Women,100m,W,Gold
12908,Munich,1972,Athletics,Athletics,"EHRHARDT, Annelie",GDR,Women,100m hurdles,W,Gold
12911,Munich,1972,Athletics,Athletics,"MILBURN, Rodney Jr.",USA,Men,110m hurdles,M,Gold
12914,Munich,1972,Athletics,Athletics,"VASALA, Pekka",FIN,Men,1500m,M,Gold
12917,Munich,1972,Athletics,Athletics,"BRAGINA, Lyudmila",URS,Women,1500m,W,Gold
12920,Munich,1972,Athletics,Athletics,"BORZOV, Valery",URS,Men,200m,M,Gold
12923,Munich,1972,Athletics,Athletics,"STECHER, Renate",GDR,Women,200m,W,Gold
12926,Munich,1972,Athletics,Athletics,"FRENKEL, Peter",GDR,Men,20km walk,M,Gold
12929,Munich,1972,Athletics,Athletics,"KEINO, Kipchoge",KEN,Men,3000m steeplechase,M,Gold
12932,Munich,1972,Athletics,Athletics,"MATTHEWS, Vincent Edward",USA,Men,400m,M,Gold
12935,Munich,1972,Athletics,Athletics,"ZEHRT, Monika",GDR,Women,400m,W,Gold
12938,Munich,1972,Athletics,Athletics,"AKII-BUA, John",UGA,Men,400m hurdles,M,Gold
12944,Munich,1972,Athletics,Athletics,"BLACK, Lawrence J.",USA,Men,4x100m relay,M,Gold
12945,Munich,1972,Athletics,Athletics,"HART, Edward James",USA,Men,4x100m relay,M,Gold
12946,Munich,1972,Athletics,Athletics,"TAYLOR, Robert",USA,Men,4x100m relay,M,Gold
12947,Munich,1972,Athletics,Athletics,"TINKER, Gerald A.",USA,Men,4x100m relay,M,Gold
12956,Munich,1972,Athletics,Athletics,"BECKER-MICKLER, Ingrid",FRG,Women,4x100m relay,W,Gold
12957,Munich,1972,Athletics,Athletics,"KRAUSE, Christiane",FRG,Women,4x100m relay,W,Gold
12958,Munich,1972,Athletics,Athletics,"RICHTER-IRRGANG, Annegret",FRG,Women,4x100m relay,W,Gold
12959,Munich,1972,Athletics,Athletics,"ROSENDAHL, Heidemarie",FRG,Women,4x100m relay,W,Gold
12968,Munich,1972,Athletics,Athletics,"ASATI, Charles",KEN,Men,4x400m relay,M,Gold
12969,Munich,1972,Athletics,Athletics,"NYAMAU, Hezekiah Munyoro",KEN,Men,4x400m relay,M,Gold
12970,Munich,1972,Athletics,Athletics,"OUKO, Robert",KEN,Men,4x400m relay,M,Gold
12971,Munich,1972,Athletics,Athletics,"SANG, Julius",KEN,Men,4x400m relay,M,Gold
12980,Munich,1972,Athletics,Athletics,"KÄSLING, Dagmar",GDR,Women,4x400m relay,W,Gold
12981,Munich,1972,Athletics,Athletics,"KÜHNE, Rita",GDR,Women,4x400m relay,W,Gold
12982,Munich,1972,Athletics,Athletics,"SEIDLER, Helga",GDR,Women,4x400m relay,W,Gold
12983,Munich,1972,Athletics,Athletics,"ZEHRT, Monika",GDR,Women,4x400m relay,W,Gold
12989,Munich,1972,Athletics,Athletics,"VIREN, Lasse",FIN,Men,5000m,M,Gold
12992,Munich,1972,Athletics,Athletics,"KANNENBERG, Bernd",FRG,Men,50km walk,M,Gold
12995,Munich,1972,Athletics,Athletics,"WOTTLE, David James",USA,Men,800m,M,Gold
12998,Munich,1972,Athletics,Athletics,"FALCK-JANZE, Hildegard",FRG,Women,800m,W,Gold
13001,Munich,1972,Athletics,Athletics,"AVILOV, Nikolai",URS,Men,decathlon,M,Gold
13004,Munich,1972,Athletics,Athletics,"DANEK, Ludvik",TCH,Men,discus throw,M,Gold
13007,Munich,1972,Athletics,Athletics,"MELNIK, Faina",URS,Women,discus throw,W,Gold
13010,Munich,1972,Athletics,Athletics,"BONDARCHUK, Anatoli",URS,Men,hammer throw,M,Gold
13013,Munich,1972,Athletics,Athletics,"TARMAK, Yuri",URS,Men,high jump,M,Gold
13016,Munich,1972,Athletics,Athletics,"MEYFARTH, Ulrike",FRG,Women,high jump,W,Gold
13019,Munich,1972,Athletics,Athletics,"WOLFERMANN, Klaus",FRG,Men,javelin throw,M,Gold
13022,Munich,1972,Athletics,Athletics,"FUCHS, Ruth",GDR,Women,javelin throw,W,Gold
13025,Munich,1972,Athletics,Athletics,"WILLIAMS, Randel Luvelle",USA,Men,long jump,M,Gold
13028,Munich,1972,Athletics,Athletics,"ROSENDAHL, Heidemarie",FRG,Women,long jump,W,Gold
13031,Munich,1972,Athletics,Athletics,"SHORTER, Frank Charles",USA,Men,marathon,M,Gold
13034,Munich,1972,Athletics,Athletics,"PETERS, Mary",GBR,Women,pentathlon,W,Gold
13037,Munich,1972,Athletics,Athletics,"NORDWIG, Wolfgang",GDR,Men,pole vault,M,Gold
13040,Munich,1972,Athletics,Athletics,"KOMAR, Wladyslaw",POL,Men,shot put,M,Gold
13043,Munich,1972,Athletics,Athletics,"CHIZHOVA, Nadezhda",URS,Women,shot put,W,Gold
13046,Munich,1972,Athletics,Athletics,"SANEEV, Viktor",URS,Men,triple jump,M,Gold
13060,Munich,1972,Basketball,Basketball,"BELOV, Aleksandr",URS,Men,basketball,M,Gold
13061,Munich,1972,Basketball,Basketball,"BELOV, Sergei",URS,Men,basketball,M,Gold
13062,Munich,1972,Basketball,Basketball,"BOLOSHEV, Aleksandr",URS,Men,basketball,M,Gold
13063,Munich,1972,Basketball,Basketball,"DVORNY, Ivan",URS,Men,basketball,M,Gold
13064,Munich,1972,Basketball,Basketball,"EDESHKO, Ivan",URS,Men,basketball,M,Gold
13065,Munich,1972,Basketball,Basketball,"KORKIYA, Mikhail",URS,Men,basketball,M,Gold
13066,Munich,1972,Basketball,Basketball,"KOVALENKO, Sergei",URS,Men,basketball,M,Gold
13067,Munich,1972,Basketball,Basketball,"PAULAUSKAS, Modestas",URS,Men,basketball,M,Gold
13068,Munich,1972,Basketball,Basketball,"POLIVODA, Anatoli",URS,Men,basketball,M,Gold
13069,Munich,1972,Basketball,Basketball,"SAKANDELIDZE, Zurab",URS,Men,basketball,M,Gold
13070,Munich,1972,Basketball,Basketball,"VOLNOV, Gennadi",URS,Men,basketball,M,Gold
13071,Munich,1972,Basketball,Basketball,"ZHARMUKHAMEDOV, Alzhan",URS,Men,basketball,M,Gold
13086,Munich,1972,Boxing,Boxing,"GEDO, György",HUN,Men,- 48kg (light-flyweight),M,Gold
13090,Munich,1972,Boxing,Boxing,"STEVENSON, Teofilo",CUB,Men,+ 81kg (heavyweight),M,Gold
13094,Munich,1972,Boxing,Boxing,"KOSTADINOV, Georghi",BUL,Men,48 - 51kg (flyweight),M,Gold
13098,Munich,1972,Boxing,Boxing,"MARTINEZ ROMERO, Orlando",CUB,Men,51 - 54kg (bantamweight),M,Gold
13102,Munich,1972,Boxing,Boxing,"KUZNETSOV, Boris",URS,Men,54 - 57kg (featherweight),M,Gold
13106,Munich,1972,Boxing,Boxing,"SZCZEPANSKI, Jan",POL,Men,57 - 60kg (lightweight),M,Gold
13110,Munich,1972,Boxing,Boxing,"SEALES, Ray P.",USA,Men,60 - 63.5kg (light-welterweight),M,Gold
13114,Munich,1972,Boxing,Boxing,"CORREA VAILLANT, Emilio",CUB,Men,63.5 - 67kg (welterweight),M,Gold
13118,Munich,1972,Boxing,Boxing,"KOTTYSCH, Dieter",FRG,Men,67 - 71kg (light-middleweight),M,Gold
13122,Munich,1972,Boxing,Boxing,"LEMECHEW, Viacheslav",URS,Men,71-75kg,M,Gold
13126,Munich,1972,Boxing,Boxing,"PARLOV, Mate",YUG,Men,75 - 81kg (light-heavyweight),M,Gold
13129,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"PATZAICHIN, Ivan",ROU,Men,C-1 1000m (canoe single),M,Gold
13133,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"CHESSYUNAS, Vladislavas",URS,Men,C-2 1000m (canoe double),M,Gold
13134,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"LOBANOV, Yuri",URS,Men,C-2 1000m (canoe double),M,Gold
13138,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"SHAPARENKO, Aleksandr",URS,Men,K-1 1000m (kayak single),M,Gold
13141,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"RYABCHINSKAYA, Yulia",URS,Women,K-1 500m (kayak single),W,Gold
13145,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"GORBACHEV, Nikolai",URS,Men,K-2 1000m (kayak double),M,Gold
13146,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"KRATASYUK, Viktor",URS,Men,K-2 1000m (kayak double),M,Gold
13151,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"KHVEDOSYUK-PINAEVA, Lyudmila",URS,Women,K-2 500m (kayak double),W,Gold
13152,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"KURYSHKO, Ekaterina",URS,Women,K-2 500m (kayak double),W,Gold
13159,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"DIDENKO, Valeri",URS,Men,K-4 1000m (kayak four),M,Gold
13160,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"FILATOV, Yuri",URS,Men,K-4 1000m (kayak four),M,Gold
13161,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"MOROZOV, Vladimir",URS,Men,K-4 1000m (kayak four),M,Gold
13162,Munich,1972,Canoe / Kayak,Canoe / Kayak F,"STETSENKO, Yuri",URS,Men,K-4 1000m (kayak four),M,Gold
13168,Munich,1972,Canoe / Kayak,Canoe / Kayak S,"EIBEN, Reinhard",GDR,Men,C-1 (canoe single),M,Gold
13172,Munich,1972,Canoe / Kayak,Canoe / Kayak S,"AMEND, Rolf-Dieter",GDR,Men,C-2 (canoe double),M,Gold
13173,Munich,1972,Canoe / Kayak,Canoe / Kayak S,"HOFMANN, Walter",GDR,Men,C-2 (canoe double),M,Gold
13177,Munich,1972,Canoe / Kayak,Canoe / Kayak S,"HORN, Siegbert",GDR,Men,K-1 (kayak single),M,Gold
13180,Munich,1972,Canoe / Kayak,Canoe / Kayak S,"BAHMANN, Angelika",GDR,Women,K-1 (kayak single),W,Gold
13182,Munich,1972,Cycling,Cycling Road,"KUIPER, Hennie",NED,Men,individual road race,M,Gold
13184,Munich,1972,Cycling,Cycling Road,"KOMNATOV, Gennadi",URS,Men,team time trial,M,Gold
13185,Munich,1972,Cycling,Cycling Road,"LIKHACHEV, Valery",URS,Men,team time trial,M,Gold
13186,Munich,1972,Cycling,Cycling Road,"SHUKHOV, Boris",URS,Men,team time trial,M,Gold
13187,Munich,1972,Cycling,Cycling Road,"YARDY, Valery",URS,Men,team time trial,M,Gold
13193,Munich,1972,Cycling,Cycling Track,"FREDBORG, Niels Christian",DEN,Men,1km time trial,M,Gold
13197,Munich,1972,Cycling,Cycling Track,"SEMENETS, Vladimir",URS,Men,2000m tandem,M,Gold
13198,Munich,1972,Cycling,Cycling Track,"TSELOVALNIKOV, Igor",URS,Men,2000m tandem,M,Gold
13202,Munich,1972,Cycling,Cycling Track,"KNUDSEN, Knut",NOR,Men,Individual Pursuit,M,Gold
13205,Munich,1972,Cycling,Cycling Track,"MORELON, Daniel",FRA,Men,Sprint indivual,M,Gold
13211,Munich,1972,Cycling,Cycling Track,"COLOMBO, Jürgen",FRG,Men,Team Pursuit (4000m),M,Gold
13212,Munich,1972,Cycling,Cycling Track,"HARITZ, Günter",FRG,Men,Team Pursuit (4000m),M,Gold
13213,Munich,1972,Cycling,Cycling Track,"HEMPEL, Udo",FRG,Men,Team Pursuit (4000m),M,Gold
13214,Munich,1972,Cycling,Cycling Track,"SCHUHMACHER, Günther",FRG,Men,Team Pursuit (4000m),M,Gold
13220,Munich,1972,Equestrian,Dressage,"LINSENHOFF, Liselott",FRG,Women,individual,X,Gold
13222,Munich,1972,Equestrian,Dressage,"KALITA, Ivan",URS,Men,team,X,Gold
13223,Munich,1972,Equestrian,Dressage,"KIZIMOV, Ivan",URS,Men,team,X,Gold
13228,Munich,1972,Equestrian,Dressage,"PETUSHKOVA, Elena",URS,Women,team,X,Gold
13232,Munich,1972,Equestrian,Eventing,"MEADE, Richard John Hanray",GBR,Men,individual,X,Gold
13238,Munich,1972,Equestrian,Eventing,"MEADE, Richard John Hanray",GBR,Men,team,X,Gold
13239,Munich,1972,Equestrian,Eventing,"PHILLIPS, Mark Anthony Peter",GBR,Men,team,X,Gold
13244,Munich,1972,Equestrian,Eventing,"GORDON-WATSON, Mary Diana",GBR,Women,team,X,Gold
13245,Munich,1972,Equestrian,Eventing,"PARKER, Bridget",GBR,Women,team,X,Gold
13247,Munich,1972,Equestrian,Jumping,"MANCINELLI, Graziano",ITA,Men,individual,X,Gold
13253,Munich,1972,Equestrian,Jumping,"LIGGES, Fritz",FRG,Men,team,X,Gold
13254,Munich,1972,Equestrian,Jumping,"STEENKEN, Hartwig",FRG,Men,team,X,Gold
13255,Munich,1972,Equestrian,Jumping,"WILTFANG, Gerhard (Gerd)",FRG,Men,team,X,Gold
13256,Munich,1972,Equestrian,Jumping,"WINKLER, Hans Günter",FRG,Men,team,X,Gold
13262,Munich,1972,Fencing,Fencing,"FENYVESI, Csaba",HUN,Men,épée individual,M,Gold
13269,Munich,1972,Fencing,Fencing,"ERDÖS, Sandor",HUN,Men,épée team,M,Gold
13270,Munich,1972,Fencing,Fencing,"FENYVESI, Csaba",HUN,Men,épée team,M,Gold
13271,Munich,1972,Fencing,Fencing,"KULCSAR, Gyözö",HUN,Men,épée team,M,Gold
13272,Munich,1972,Fencing,Fencing,"OSZTRICS, Istvan",HUN,Men,épée team,M,Gold
13273,Munich,1972,Fencing,Fencing,"SCHMITT, Pal",HUN,Men,épée team,M,Gold
13280,Munich,1972,Fencing,Fencing,"WOYDA, Witold",POL,Men,foil individual,M,Gold
13283,Munich,1972,Fencing,Fencing,"RAGNO-LONZI, Antonella",ITA,Women,foil individual,W,Gold
13290,Munich,1972,Fencing,Fencing,"DABROWSKI, Marek",POL,Men,foil team,M,Gold
13291,Munich,1972,Fencing,Fencing,"GODEL, Arkadiusz",POL,Men,foil team,M,Gold
13292,Munich,1972,Fencing,Fencing,"KACZMAREK, Jerzy",POL,Men,foil team,M,Gold
13293,Munich,1972,Fencing,Fencing,"KOZIEJOWSKI, Lech",POL,Men,foil team,M,Gold
13294,Munich,1972,Fencing,Fencing,"WOYDA, Witold",POL,Men,foil team,M,Gold
13304,Munich,1972,Fencing,Fencing,"CHIRKOVA, Svetlana",URS,Women,foil team,W,Gold
13305,Munich,1972,Fencing,Fencing,"GOROKHOVA, Galina",URS,Women,foil team,W,Gold
13306,Munich,1972,Fencing,Fencing,"NOVIKOVA-BELOVA, Elena",URS,Women,foil team,W,Gold
13307,Munich,1972,Fencing,Fencing,"PETRENKO-SAMUSENKO, Tatyana",URS,Women,foil team,W,Gold
13308,Munich,1972,Fencing,Fencing,"ZABELINA, Aleksandra",URS,Women,foil team,W,Gold
13315,Munich,1972,Fencing,Fencing,"SIDYAK, Viktor",URS,Men,sabre individual,M,Gold
13322,Munich,1972,Fencing,Fencing,"MAFFEI, Michele",ITA,Men,sabre team,M,Gold
13323,Munich,1972,Fencing,Fencing,"MONTANO, Mario Aldo",ITA,Men,sabre team,M,Gold
13324,Munich,1972,Fencing,Fencing,"MONTANO, Mario Tullio",ITA,Men,sabre team,M,Gold
13325,Munich,1972,Fencing,Fencing,"RIGOLI, Rolando",ITA,Men,sabre team,M,Gold
13326,Munich,1972,Fencing,Fencing,"SALVADORI, Cesare",ITA,Men,sabre team,M,Gold
13368,Munich,1972,Football,Football,"ANCZOK, Zygmunt",POL,Men,football,M,Gold
13369,Munich,1972,Football,Football,"CMIKIEWICZ, Leslaw",POL,Men,football,M,Gold
13370,Munich,1972,Football,Football,"DEYNA, Kazimierz",POL,Men,football,M,Gold
13371,Munich,1972,Football,Football,"GADOCHA, Robert",POL,Men,football,M,Gold
13372,Munich,1972,Football,Football,"GORGON, Jerzy",POL,Men,football,M,Gold
13373,Munich,1972,Football,Football,"GUT, Zbigniew",POL,Men,football,M,Gold
13374,Munich,1972,Football,Football,"KMIECIK, Kazimierz",POL,Men,football,M,Gold
13375,Munich,1972,Football,Football,"KOSTKA, Hubert",POL,Men,football,M,Gold
13376,Munich,1972,Football,Football,"KRASKA, Jerzy",POL,Men,football,M,Gold
13377,Munich,1972,Football,Football,"LATO, Grzegorz",POL,Men,football,M,Gold
13378,Munich,1972,Football,Football,"LUBANSKI, Wlodzimierz",POL,Men,football,M,Gold
13379,Munich,1972,Football,Football,"MARX, Joachim",POL,Men,football,M,Gold
13380,Munich,1972,Football,Football,"MASZCZYK, Zygmunt",POL,Men,football,M,Gold
13381,Munich,1972,Football,Football,"OSTAFINSKI, Marjan",POL,Men,football,M,Gold
13382,Munich,1972,Football,Football,"SZOLTYSIK, Zygfryd",POL,Men,football,M,Gold
13383,Munich,1972,Football,Football,"SZYMANOWSKI, Antoni",POL,Men,football,M,Gold
13384,Munich,1972,Football,Football,"SZYMCZAK, Ryszard",POL,Men,football,M,Gold
13403,Munich,1972,Gymnastics,Artistic G.,"KORBUT, Olga",URS,Women,balance beam,W,Gold
13406,Munich,1972,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Men,floor exercises,M,Gold
13409,Munich,1972,Gymnastics,Artistic G.,"KORBUT, Olga",URS,Women,floor exercises,W,Gold
13412,Munich,1972,Gymnastics,Artistic G.,"TSUKAHARA, Mitsuo",JPN,Men,horizontal bar,M,Gold
13415,Munich,1972,Gymnastics,Artistic G.,"KATO, Sawao",JPN,Men,individual all-round,M,Gold
13418,Munich,1972,Gymnastics,Artistic G.,"TURISCHEVA, Lyudmila",URS,Women,individual all-round,W,Gold
13421,Munich,1972,Gymnastics,Artistic G.,"KATO, Sawao",JPN,Men,parallel bars,M,Gold
13424,Munich,1972,Gymnastics,Artistic G.,"KLIMENKO, Viktor",URS,Men,pommel horse,M,Gold
13427,Munich,1972,Gymnastics,Artistic G.,"NAKAYAMA, Akinori",JPN,Men,rings,M,Gold
13435,Munich,1972,Gymnastics,Artistic G.,"KASAMATSU, Shigeru",JPN,Men,team competition,M,Gold
13436,Munich,1972,Gymnastics,Artistic G.,"KATO, Sawao",JPN,Men,team competition,M,Gold
13437,Munich,1972,Gymnastics,Artistic G.,"KENMOTSU, Eizo",JPN,Men,team competition,M,Gold
13438,Munich,1972,Gymnastics,Artistic G.,"NAKAYAMA, Akinori",JPN,Men,team competition,M,Gold
13439,Munich,1972,Gymnastics,Artistic G.,"OKAMURA, Teruichi",JPN,Men,team competition,M,Gold
13440,Munich,1972,Gymnastics,Artistic G.,"TSUKAHARA, Mitsuo",JPN,Men,team competition,M,Gold
13453,Munich,1972,Gymnastics,Artistic G.,"BURDA, Lyubov",URS,Women,team competition,W,Gold
13454,Munich,1972,Gymnastics,Artistic G.,"KORBUT, Olga",URS,Women,team competition,W,Gold
13455,Munich,1972,Gymnastics,Artistic G.,"KOSHEL, Antonina",URS,Women,team competition,W,Gold
13456,Munich,1972,Gymnastics,Artistic G.,"LAZAKOVICH, Tamara",URS,Women,team competition,W,Gold
13457,Munich,1972,Gymnastics,Artistic G.,"SAADI, Elvira",URS,Women,team competition,W,Gold
13458,Munich,1972,Gymnastics,Artistic G.,"TURISCHEVA, Lyudmila",URS,Women,team competition,W,Gold
13465,Munich,1972,Gymnastics,Artistic G.,"JANZ, Karin",GDR,Women,uneven bars,W,Gold
13469,Munich,1972,Gymnastics,Artistic G.,"KÖSTE, Klaus",GDR,Men,vault,M,Gold
13472,Munich,1972,Gymnastics,Artistic G.,"JANZ, Karin",GDR,Women,vault,W,Gold
13489,Munich,1972,Handball,Handball,"ARSLANAGIC, Abaz",YUG,Men,handball,M,Gold
13490,Munich,1972,Handball,Handball,"FAJFRIC, Petar",YUG,Men,handball,M,Gold
13491,Munich,1972,Handball,Handball,"HORVAT, Hrvoje",YUG,Men,handball,M,Gold
13492,Munich,1972,Handball,Handball,"KARALIC, Milorad",YUG,Men,handball,M,Gold
13493,Munich,1972,Handball,Handball,"LAVRNIC, Djoko",YUG,Men,handball,M,Gold
13494,Munich,1972,Handball,Handball,"LAZAREVIC, Milan",YUG,Men,handball,M,Gold
13495,Munich,1972,Handball,Handball,"MILJAK, Zdravko",YUG,Men,handball,M,Gold
13496,Munich,1972,Handball,Handball,"MISKOVIC, Slobodan",YUG,Men,handball,M,Gold
13497,Munich,1972,Handball,Handball,"POKRAJAC, Branislav",YUG,Men,handball,M,Gold
13498,Munich,1972,Handball,Handball,"POPOVIC, Nebojsa",YUG,Men,handball,M,Gold
13499,Munich,1972,Handball,Handball,"PRIBANIC, Miroslav",YUG,Men,handball,M,Gold
13500,Munich,1972,Handball,Handball,"VIDOVIC, Albin",YUG,Men,handball,M,Gold
13501,Munich,1972,Handball,Handball,"ZIVKOVIC, Zoran",YUG,Men,handball,M,Gold
13502,Munich,1972,Handball,Handball,"ZORKO, Zdenko",YUG,Men,handball,M,Gold
13533,Munich,1972,Hockey,Hockey,"BAUMGART, Wolfgang",FRG,Men,hockey,M,Gold
13534,Munich,1972,Hockey,Hockey,"DROSE, Horst",FRG,Men,hockey,M,Gold
13535,Munich,1972,Hockey,Hockey,"FREISE, Dieter",FRG,Men,hockey,M,Gold
13536,Munich,1972,Hockey,Hockey,"KAESSMANN, Werner",FRG,Men,hockey,M,Gold
13537,Munich,1972,Hockey,Hockey,"KELLER, Carsten",FRG,Men,hockey,M,Gold
13538,Munich,1972,Hockey,Hockey,"KITTSTEIN, Detlef",FRG,Men,hockey,M,Gold
13539,Munich,1972,Hockey,Hockey,"KLAES, Ulrich",FRG,Men,hockey,M,Gold
13540,Munich,1972,Hockey,Hockey,"KRAUS, Peter",FRG,Men,hockey,M,Gold
13541,Munich,1972,Hockey,Hockey,"KRAUSE, Michael",FRG,Men,hockey,M,Gold
13542,Munich,1972,Hockey,Hockey,"PETER, Michael",FRG,Men,hockey,M,Gold
13543,Munich,1972,Hockey,Hockey,"ROTT, Wolfgang",FRG,Men,hockey,M,Gold
13544,Munich,1972,Hockey,Hockey,"SCHMIDT, Fritz",FRG,Men,hockey,M,Gold
13545,Munich,1972,Hockey,Hockey,"SEIFERT, Rainer",FRG,Men,hockey,M,Gold
13546,Munich,1972,Hockey,Hockey,"STRODTER, Wolfgang",FRG,Men,hockey,M,Gold
13547,Munich,1972,Hockey,Hockey,"SUHL, Eckard",FRG,Men,hockey,M,Gold
13548,Munich,1972,Hockey,Hockey,"THELEN, Eduard",FRG,Men,hockey,M,Gold
13549,Munich,1972,Hockey,Hockey,"TRUMP, Peter",FRG,Men,hockey,M,Gold
13550,Munich,1972,Hockey,Hockey,"VOS, Ulrich",FRG,Men,hockey,M,Gold
13568,Munich,1972,Judo,Judo,"KAWAGUCHI, Takao",JPN,Men,- 63kg (lightweight),M,Gold
13571,Munich,1972,Judo,Judo,"RUSKA, Willem",NED,Men,+ 93kg (heavyweight),M,Gold
13575,Munich,1972,Judo,Judo,"NOMURA, Toyokazu",JPN,Men,63 - 70kg (half-middleweight),M,Gold
13579,Munich,1972,Judo,Judo,"SEKINE, Shinobu",JPN,Men,70 - 80kg (middleweight),M,Gold
13583,Munich,1972,Judo,Judo,"CHOCHOSHVILI, Shota",URS,Men,80 - 93kg (half-heavyweight),M,Gold
13587,Munich,1972,Judo,Judo,"RUSKA, Willem",NED,Men,open category,M,Gold
13590,Munich,1972,Modern Pentathlon,Modern Pentath.,"BALCZO, Andras",HUN,Men,Individual competition,M,Gold
13595,Munich,1972,Modern Pentathlon,Modern Pentath.,"LEDNEV, Pavel",URS,Men,Team competition,M,Gold
13596,Munich,1972,Modern Pentathlon,Modern Pentath.,"ONISHENKO, Boris",URS,Men,Team competition,M,Gold
13597,Munich,1972,Modern Pentathlon,Modern Pentath.,"SHMELEV, Vladimir",URS,Men,Team competition,M,Gold
13603,Munich,1972,Rowing,Rowing,"BRIETZKE, Siegfried",GDR,Men,coxless pair (2-),M,Gold
13604,Munich,1972,Rowing,Rowing,"MAGER, Wolfgang",GDR,Men,coxless pair (2-),M,Gold
13609,Munich,1972,Rowing,Rowing,"KORSHIKOV, Gennadi",URS,Men,double sculls (2x),M,Gold
13610,Munich,1972,Rowing,Rowing,"TIMOSHININ, Aleksandr",URS,Men,double sculls (2x),M,Gold
13622,Munich,1972,Rowing,Rowing,"COKER, Trevor",NZL,Men,eight with coxswain (8+),M,Gold
13623,Munich,1972,Rowing,Rowing,"DICKIE, Simon Charles",NZL,Men,eight with coxswain (8+),M,Gold
13624,Munich,1972,Rowing,Rowing,"EARL, Athol",NZL,Men,eight with coxswain (8+),M,Gold
13625,Munich,1972,Rowing,Rowing,"HUNTER, John Andrew",NZL,Men,eight with coxswain (8+),M,Gold
13626,Munich,1972,Rowing,Rowing,"HURT, Anthony",NZL,Men,eight with coxswain (8+),M,Gold
13627,Munich,1972,Rowing,Rowing,"JOYCE, Richard John",NZL,Men,eight with coxswain (8+),M,Gold
13628,Munich,1972,Rowing,Rowing,"ROBERTSON, Gary",NZL,Men,eight with coxswain (8+),M,Gold
13629,Munich,1972,Rowing,Rowing,"VELDMAN, Gerard Wybo",NZL,Men,eight with coxswain (8+),M,Gold
13630,Munich,1972,Rowing,Rowing,"WILSON, Lindsay",NZL,Men,eight with coxswain (8+),M,Gold
13644,Munich,1972,Rowing,Rowing,"FORBERGER, Frank",GDR,Men,four without coxswain (4-),M,Gold
13645,Munich,1972,Rowing,Rowing,"GRAHN, Dieter",GDR,Men,four without coxswain (4-),M,Gold
13646,Munich,1972,Rowing,Rowing,"RÜHLE, Frank",GDR,Men,four without coxswain (4-),M,Gold
13647,Munich,1972,Rowing,Rowing,"SCHUBERT, Dieter",GDR,Men,four without coxswain (4-),M,Gold
13657,Munich,1972,Rowing,Rowing,"AUER, Gerhard",FRG,Men,four-oared shell with coxswain (4-),M,Gold
13658,Munich,1972,Rowing,Rowing,"BENTER, Uwe",FRG,Men,four-oared shell with coxswain (4-),M,Gold
13659,Munich,1972,Rowing,Rowing,"BERGER, Peter",FRG,Men,four-oared shell with coxswain (4-),M,Gold
13660,Munich,1972,Rowing,Rowing,"BIERL, Alois",FRG,Men,four-oared shell with coxswain (4-),M,Gold
