,Holding Place,Year,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
11802,Mexico,1968,Aquatics,Swimming,"HUSTEDE-NAGEL, Heike",FRG,Women,4x100m medley relay,W,Bronze
11803,Mexico,1968,Aquatics,Swimming,"KRAUS, Angelika",FRG,Women,4x100m medley relay,W,Bronze
11804,Mexico,1968,Aquatics,Swimming,"REINECK, Heidemarie",FRG,Women,4x100m medley relay,W,Bronze
11813,Mexico,1968,Aquatics,Swimming,"BELITS-GEIMAN, Semyon",URS,Men,4x200m freestyle relay,M,Bronze
11814,Mexico,1968,Aquatics,Swimming,"BURE, Vladimir",URS,Men,4x200m freestyle relay,M,Bronze
11815,Mexico,1968,Aquatics,Swimming,"ILYICHEV, Leonid",URS,Men,4x200m freestyle relay,M,Bronze
11816,Mexico,1968,Aquatics,Swimming,"KULIKOV, Georgi",URS,Men,4x200m freestyle relay,M,Bronze
11825,Mexico,1968,Aquatics,Swimming,"RAMIREZ, Maria Teresa",MEX,Women,800m freestyle,W,Bronze
11828,Mexico,1968,Aquatics,Water polo,"BODNAR, Andras",HUN,Men,water polo,M,Bronze
11829,Mexico,1968,Aquatics,Water polo,"DÖMÖTÖR, Zoltan",HUN,Men,water polo,M,Bronze
11830,Mexico,1968,Aquatics,Water polo,"FELKAI, Laszlo",HUN,Men,water polo,M,Bronze
11831,Mexico,1968,Aquatics,Water polo,"KONRAD, Ferenc",HUN,Men,water polo,M,Bronze
11832,Mexico,1968,Aquatics,Water polo,"KONRAD, Janos",HUN,Men,water polo,M,Bronze
11833,Mexico,1968,Aquatics,Water polo,"MAYER, Mihaly",HUN,Men,water polo,M,Bronze
11834,Mexico,1968,Aquatics,Water polo,"MOLNAR, Endre",HUN,Men,water polo,M,Bronze
11835,Mexico,1968,Aquatics,Water polo,"POCSIK, Denes",HUN,Men,water polo,M,Bronze
11836,Mexico,1968,Aquatics,Water polo,"SAROSI, Laszlo",HUN,Men,water polo,M,Bronze
11837,Mexico,1968,Aquatics,Water polo,"STEINMETZ, Janos",HUN,Men,water polo,M,Bronze
11838,Mexico,1968,Aquatics,Water polo,"SZIVOS, Istvan",HUN,Men,water polo,M,Bronze
11861,Mexico,1968,Athletics,Athletics,"GAMMOUDI, Mohamed",TUN,Men,10000m,M,Bronze
11864,Mexico,1968,Athletics,Athletics,"GREENE, Charles Edward",USA,Men,100m,M,Bronze
11867,Mexico,1968,Athletics,Athletics,"SZEWINSKA, Irena",POL,Women,100m,W,Bronze
11870,Mexico,1968,Athletics,Athletics,"OTTOZ, Eddy",ITA,Men,110m hurdles,M,Bronze
11873,Mexico,1968,Athletics,Athletics,"TÜMMLER, Bodo",FRG,Men,1500m,M,Bronze
11876,Mexico,1968,Athletics,Athletics,"CARLOS, John Wesley",USA,Men,200m,M,Bronze
11879,Mexico,1968,Athletics,Athletics,"LAMY-FRANK, Jennifer",AUS,Women,200m,W,Bronze
11882,Mexico,1968,Athletics,Athletics,"SMAGA, Nikolai",URS,Men,20km walk,M,Bronze
11885,Mexico,1968,Athletics,Athletics,"YOUNG, George L.",USA,Men,3000m steeplechase,M,Bronze
11888,Mexico,1968,Athletics,Athletics,"FREEMAN, Ronald John III",USA,Men,400m,M,Bronze
11891,Mexico,1968,Athletics,Athletics,"PECHENKINA, Natalya",URS,Women,400m,W,Bronze
11894,Mexico,1968,Athletics,Athletics,"SHERWOOD, John",GBR,Men,400m hurdles,M,Bronze
11897,Mexico,1968,Athletics,Athletics,"BAMBUCK, Roger",FRA,Men,4x100m relay,M,Bronze
11898,Mexico,1968,Athletics,Athletics,"DELECOUR, Jocelyn",FRA,Men,4x100m relay,M,Bronze
11899,Mexico,1968,Athletics,Athletics,"FENOUIL, Gerard",FRA,Men,4x100m relay,M,Bronze
11900,Mexico,1968,Athletics,Athletics,"PIQUEMAL, Claude",FRA,Men,4x100m relay,M,Bronze
11909,Mexico,1968,Athletics,Athletics,"BUKHARINA, Galina",URS,Women,4x100m relay,W,Bronze
11910,Mexico,1968,Athletics,Athletics,"IGNATYEVA-SAMOTESOVA, Lyudmila",URS,Women,4x100m relay,W,Bronze
11911,Mexico,1968,Athletics,Athletics,"POPKOVA, Vera",URS,Women,4x100m relay,W,Bronze
11912,Mexico,1968,Athletics,Athletics,"ZHARKOVA-MASLAKOVA, Liudmila",URS,Women,4x100m relay,W,Bronze
11921,Mexico,1968,Athletics,Athletics,"HENNIGE, Gerhard",FRG,Men,4x400m relay,M,Bronze
11922,Mexico,1968,Athletics,Athletics,"JELLINGHAUS, Martin",FRG,Men,4x400m relay,M,Bronze
11923,Mexico,1968,Athletics,Athletics,"KINDER, Manfred",FRG,Men,4x400m relay,M,Bronze
11924,Mexico,1968,Athletics,Athletics,"MULLER, Helmar",FRG,Men,4x400m relay,M,Bronze
11933,Mexico,1968,Athletics,Athletics,"TEMU, Nabiba Naftali",KEN,Men,5000m,M,Bronze
11936,Mexico,1968,Athletics,Athletics,"YOUNG, Lawrence Dean",USA,Men,50km walk,M,Bronze
11939,Mexico,1968,Athletics,Athletics,"FARRELL, Thomas Francis",USA,Men,800m,M,Bronze
11942,Mexico,1968,Athletics,Athletics,"GOMMERS, Maria Francisca P.",NED,Women,800m,W,Bronze
11945,Mexico,1968,Athletics,Athletics,"CHI, Cheng",TPE,Women,80m hurdles,W,Bronze
11948,Mexico,1968,Athletics,Athletics,"BENDLIN, Kurt",FRG,Men,decathlon,M,Bronze
11951,Mexico,1968,Athletics,Athletics,"DANEK, Ludvik",TCH,Men,discus throw,M,Bronze
11954,Mexico,1968,Athletics,Athletics,"KLEIBER-KONTSEK, Jolan",HUN,Women,discus throw,W,Bronze
11957,Mexico,1968,Athletics,Athletics,"LOVASZ, Lazar",HUN,Men,hammer throw,M,Bronze
11960,Mexico,1968,Athletics,Athletics,"GAVRILOV, Valentin",URS,Men,high jump,M,Bronze
11963,Mexico,1968,Athletics,Athletics,"KOZYR, Valentina",URS,Women,high jump,W,Bronze
11966,Mexico,1968,Athletics,Athletics,"KULCSAR, Gergely",HUN,Men,javelin throw,M,Bronze
11969,Mexico,1968,Athletics,Athletics,"JANKO-EGGER, Eva",AUT,Women,javelin throw,W,Bronze
11972,Mexico,1968,Athletics,Athletics,"BOSTON, Ralph Harold",USA,Men,long jump,M,Bronze
11975,Mexico,1968,Athletics,Athletics,"TALYSHEVA, Tatyana",URS,Women,long jump,W,Bronze
11978,Mexico,1968,Athletics,Athletics,"RYAN, Michael Robert",NZL,Men,marathon,M,Bronze
11981,Mexico,1968,Athletics,Athletics,"TOTH, Annamaria",HUN,Women,pentathlon,W,Bronze
11984,Mexico,1968,Athletics,Athletics,"NORDWIG, Wolfgang",GDR,Men,pole vault,M,Bronze
11987,Mexico,1968,Athletics,Athletics,"GUSHCHIN, Eduard",URS,Men,shot put,M,Bronze
11990,Mexico,1968,Athletics,Athletics,"CHIZHOVA, Nadezhda",URS,Women,shot put,W,Bronze
11993,Mexico,1968,Athletics,Athletics,"GENTILE, Giuseppe",ITA,Men,triple jump,M,Bronze
11996,Mexico,1968,Basketball,Basketball,"ANDREEV, Vladimir",URS,Men,basketball,M,Bronze
11997,Mexico,1968,Basketball,Basketball,"BELOV, Sergei",URS,Men,basketball,M,Bronze
11998,Mexico,1968,Basketball,Basketball,"KAPRANOV, Vadim",URS,Men,basketball,M,Bronze
11999,Mexico,1968,Basketball,Basketball,"KOVALENKO, Sergei",URS,Men,basketball,M,Bronze
12000,Mexico,1968,Basketball,Basketball,"KRIKUN, Anatoli",URS,Men,basketball,M,Bronze
12001,Mexico,1968,Basketball,Basketball,"LIPSO, Yaak",URS,Men,basketball,M,Bronze
12002,Mexico,1968,Basketball,Basketball,"PAULAUSKAS, Modestas",URS,Men,basketball,M,Bronze
12003,Mexico,1968,Basketball,Basketball,"POLIVODA, Anatoli",URS,Men,basketball,M,Bronze
12004,Mexico,1968,Basketball,Basketball,"SAKANDELIDZE, Zurab",URS,Men,basketball,M,Bronze
12005,Mexico,1968,Basketball,Basketball,"SELIKHOV, Yuri",URS,Men,basketball,M,Bronze
12006,Mexico,1968,Basketball,Basketball,"TOMSON, Priit",URS,Men,basketball,M,Bronze
12007,Mexico,1968,Basketball,Basketball,"VOLNOV, Gennadi",URS,Men,basketball,M,Bronze
12032,Mexico,1968,Boxing,Boxing,"MARBLEY, Harlan Joseph",USA,Men,- 48kg (light-flyweight),M,Bronze
12033,Mexico,1968,Boxing,Boxing,"SKRZYPCZAK, Hubert",POL,Men,- 48kg (light-flyweight),M,Bronze
12036,Mexico,1968,Boxing,Boxing,"BAMBINI, Giorgio",ITA,Men,+ 81kg (heavyweight),M,Bronze
12037,Mexico,1968,Boxing,Boxing,"ROCHA, Joaquin",MEX,Men,+ 81kg (heavyweight),M,Bronze
12040,Mexico,1968,Boxing,Boxing,"DE OLIVEIRA, Servilio",BRA,Men,48 - 51kg (flyweight),M,Bronze
12041,Mexico,1968,Boxing,Boxing,"RWABDOGO, Leo",UGA,Men,48 - 51kg (flyweight),M,Bronze
12044,Mexico,1968,Boxing,Boxing,"CHANG, Kyou-Chul",KOR,Men,51 - 54kg (bantamweight),M,Bronze
12045,Mexico,1968,Boxing,Boxing,"MORIOKA, Eiji",JPN,Men,51 - 54kg (bantamweight),M,Bronze
12048,Mexico,1968,Boxing,Boxing,"MIKAILOV, Ivan",BUL,Men,54 - 57kg (featherweight),M,Bronze
12049,Mexico,1968,Boxing,Boxing,"WARUINGE, Philip",KEN,Men,54 - 57kg (featherweight),M,Bronze
12052,Mexico,1968,Boxing,Boxing,"CUTOV, Calistrat",ROU,Men,57 - 60kg (lightweight),M,Bronze
12053,Mexico,1968,Boxing,Boxing,"VUJIN, Zvonimir",YUG,Men,57 - 60kg (lightweight),M,Bronze
12056,Mexico,1968,Boxing,Boxing,"NILSSON, Arto",FIN,Men,60 - 63.5kg (light-welterweight),M,Bronze
12057,Mexico,1968,Boxing,Boxing,"WALLINGTON, James Robert Jr.",USA,Men,60 - 63.5kg (light-welterweight),M,Bronze
12060,Mexico,1968,Boxing,Boxing,"GUILOTTI GONZALEZ, Mario",ARG,Men,63.5 - 67kg (welterweight),M,Bronze
12061,Mexico,1968,Boxing,Boxing,"MUSALIMOV, Vladimir",URS,Men,63.5 - 67kg (welterweight),M,Bronze
12064,Mexico,1968,Boxing,Boxing,"BALDWIN, John Lee",USA,Men,67 - 71kg (light-middleweight),M,Bronze
12065,Mexico,1968,Boxing,Boxing,"MEIER, Günther",FRG,Men,67 - 71kg (light-middleweight),M,Bronze
12068,Mexico,1968,Boxing,Boxing,"JONES, Alfred",USA,Men,71-75kg,M,Bronze
12069,Mexico,1968,Boxing,Boxing,"ZARAGOZA, Agustin",MEX,Men,71-75kg,M,Bronze
12072,Mexico,1968,Boxing,Boxing,"DRAGAN, Stanislaw",POL,Men,75 - 81kg (light-heavyweight),M,Bronze
12073,Mexico,1968,Boxing,Boxing,"STANKOV, Georghi",BUL,Men,75 - 81kg (light-heavyweight),M,Bronze
12076,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"GALKOV, Vitali",URS,Men,C-1 1000m (canoe single),M,Bronze
12079,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"PROKUPETS, Naum",URS,Men,C-2 1000m (canoe double),M,Bronze
12080,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"ZAMOTIN, Mikhail",URS,Men,C-2 1000m (canoe double),M,Bronze
12085,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"HANSEN, Erik Rosendahl",DEN,Men,K-1 1000m (kayak single),M,Bronze
12088,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"DUMITRU, Viorica",ROU,Women,K-1 500m (kayak single),W,Bronze
12091,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"PFAFF, Günther",AUT,Men,K-2 1000m (kayak double),M,Bronze
12092,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"SEIBOLD, Gerhard",AUT,Men,K-2 1000m (kayak double),M,Bronze
12097,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"KHVEDOSYUK-PINAEVA, Lyudmila",URS,Women,K-2 500m (kayak double),W,Bronze
12098,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"SEREDINA, Antonina",URS,Women,K-2 500m (kayak double),W,Bronze
12103,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"CSIZMADIA, Istvan",HUN,Men,K-4 1000m (kayak four),M,Bronze
12104,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"GICZI, Csaba",HUN,Men,K-4 1000m (kayak four),M,Bronze
12105,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"SZÖLLÖSI, Imre",HUN,Men,K-4 1000m (kayak four),M,Bronze
12106,Mexico,1968,Canoe / Kayak,Canoe / Kayak F,"TIMAR, Istvan",HUN,Men,K-4 1000m (kayak four),M,Bronze
12115,Mexico,1968,Cycling,Cycling Road,"PETTERSSON, Gösta A.B.",SWE,Men,individual road race,M,Bronze
12118,Mexico,1968,Cycling,Cycling Road,"BRAMUCCI, Giovanni",ITA,Men,team time trial,M,Bronze
12119,Mexico,1968,Cycling,Cycling Road,"MARCELLI, Vittorio",ITA,Men,team time trial,M,Bronze
12120,Mexico,1968,Cycling,Cycling Road,"SIMONETTI, Mauro",ITA,Men,team time trial,M,Bronze
12121,Mexico,1968,Cycling,Cycling Road,"VIANELLI, Pierfranco",ITA,Men,team time trial,M,Bronze
12130,Mexico,1968,Cycling,Cycling Track,"KIERZKOWSKI, Janusz",POL,Men,1km time trial,M,Bronze
12133,Mexico,1968,Cycling,Cycling Track,"GOENS, Daniel",BEL,Men,2000m tandem,M,Bronze
12134,Mexico,1968,Cycling,Cycling Track,"VAN LANCKER, Robert",BEL,Men,2000m tandem,M,Bronze
12139,Mexico,1968,Cycling,Cycling Track,"KURMANN, Xaver",SUI,Men,Individual Pursuit,M,Bronze
12142,Mexico,1968,Cycling,Cycling Track,"TRENTIN, Pierre",FRA,Men,Sprint indivual,M,Bronze
12145,Mexico,1968,Cycling,Cycling Track,"BOSISIO, Lorenzo",ITA,Men,Team Pursuit (4000m),M,Bronze
12146,Mexico,1968,Cycling,Cycling Track,"CHEMELLO, Cipriano",ITA,Men,Team Pursuit (4000m),M,Bronze
12147,Mexico,1968,Cycling,Cycling Track,"MORBIATO, Giorgio",ITA,Men,Team Pursuit (4000m),M,Bronze
12148,Mexico,1968,Cycling,Cycling Track,"RONCAGLIA, Luigi",ITA,Men,Team Pursuit (4000m),M,Bronze
12157,Mexico,1968,Equestrian,Dressage,"KLIMKE, Reiner",FRG,Men,individual,X,Bronze
12160,Mexico,1968,Equestrian,Dressage,"CHAMMARTIN, Henri",SUI,Men,team,X,Bronze
12161,Mexico,1968,Equestrian,Dressage,"FISCHER, Gustav",SUI,Men,team,X,Bronze
12166,Mexico,1968,Equestrian,Dressage,"GOSSWEILER, Marianne",SUI,Women,team,X,Bronze
12169,Mexico,1968,Equestrian,Eventing,"PAGE, Michael Owen",USA,Men,individual,X,Bronze
12172,Mexico,1968,Equestrian,Eventing,"COBCROFT, Brian W.B.",AUS,Men,team,X,Bronze
12173,Mexico,1968,Equestrian,Eventing,"ROYCROFT, Wayne",AUS,Men,team,X,Bronze
12174,Mexico,1968,Equestrian,Eventing,"ROYCROFT, William",AUS,Men,team,X,Bronze
12181,Mexico,1968,Equestrian,Jumping,"BROOME, David Mcpherson",GBR,Men,individual,X,Bronze
12184,Mexico,1968,Equestrian,Jumping,"SCHOCKEMÖHLE, Alwin",FRG,Men,team,X,Bronze
12185,Mexico,1968,Equestrian,Jumping,"SCHRIDDE, Hermann",FRG,Men,team,X,Bronze
12186,Mexico,1968,Equestrian,Jumping,"WINKLER, Hans Günter",FRG,Men,team,X,Bronze
12193,Mexico,1968,Fencing,Fencing,"SACCARO, Gianluigi",ITA,Men,épée individual,M,Bronze
12196,Mexico,1968,Fencing,Fencing,"ANDRZEJEWSKI, Bogdan",POL,Men,épée team,M,Bronze
12197,Mexico,1968,Fencing,Fencing,"BARBURSKI, Kazimierz",POL,Men,épée team,M,Bronze
12198,Mexico,1968,Fencing,Fencing,"BUTKIEWICZ, Michal",POL,Men,épée team,M,Bronze
12199,Mexico,1968,Fencing,Fencing,"GONSIOR, Bogdan",POL,Men,épée team,M,Bronze
12200,Mexico,1968,Fencing,Fencing,"NIELABA, Henryk",POL,Men,épée team,M,Bronze
12211,Mexico,1968,Fencing,Fencing,"REVENU, Daniel",FRA,Men,foil individual,M,Bronze
12214,Mexico,1968,Fencing,Fencing,"REJTO-UJLAKI, Ildiko",HUN,Women,foil individual,W,Bronze
12217,Mexico,1968,Fencing,Fencing,"FRANKE, Egon",POL,Men,foil team,M,Bronze
12218,Mexico,1968,Fencing,Fencing,"LISEWSKI, Adam",POL,Men,foil team,M,Bronze
12219,Mexico,1968,Fencing,Fencing,"PARULSKI, Ryszard Wladyslaw",POL,Men,foil team,M,Bronze
12220,Mexico,1968,Fencing,Fencing,"SKRUDLIK, Zbigniew",POL,Men,foil team,M,Bronze
12221,Mexico,1968,Fencing,Fencing,"WOYDA, Witold",POL,Men,foil team,M,Bronze
12232,Mexico,1968,Fencing,Fencing,"DERSIDAN-ENE-PASCU, Ana",ROU,Women,foil team,W,Bronze
12233,Mexico,1968,Fencing,Fencing,"GYULAI-DRIMBA-JENEI, Ileana",ROU,Women,foil team,W,Bronze
12234,Mexico,1968,Fencing,Fencing,"IENCIC-STAHL, Ecaterina Clara",ROU,Women,foil team,W,Bronze
12235,Mexico,1968,Fencing,Fencing,"ORBAN-SZABO, Olga",ROU,Women,foil team,W,Bronze
12236,Mexico,1968,Fencing,Fencing,"VICOL, Maria",ROU,Women,foil team,W,Bronze
12247,Mexico,1968,Fencing,Fencing,"PEZSA, Tibor",HUN,Men,sabre individual,M,Bronze
12250,Mexico,1968,Fencing,Fencing,"BAKONYI, Peter",HUN,Men,sabre team,M,Bronze
12251,Mexico,1968,Fencing,Fencing,"KALMAR, Janos",HUN,Men,sabre team,M,Bronze
12252,Mexico,1968,Fencing,Fencing,"KOVACS, Tamas",HUN,Men,sabre team,M,Bronze
12253,Mexico,1968,Fencing,Fencing,"MESZENA, Miklos",HUN,Men,sabre team,M,Bronze
12254,Mexico,1968,Fencing,Fencing,"PEZSA, Tibor",HUN,Men,sabre team,M,Bronze
12265,Mexico,1968,Football,Football,"KAMAMOTO, Kunishige",JPN,Men,football,M,Bronze
12266,Mexico,1968,Football,Football,"KAMATA, Mitsuo",JPN,Men,football,M,Bronze
12267,Mexico,1968,Football,Football,"KATAYAMA, Hiroshi",JPN,Men,football,M,Bronze
12268,Mexico,1968,Football,Football,"KUWAHARA, Yasuyuki",JPN,Men,football,M,Bronze
12269,Mexico,1968,Football,Football,"MATSUMOTO, Ikuo",JPN,Men,football,M,Bronze
12270,Mexico,1968,Football,Football,"MIYAMOTO, Masakatsu",JPN,Men,football,M,Bronze
12271,Mexico,1968,Football,Football,"MIYAMOTO, Teruki",JPN,Men,football,M,Bronze
12272,Mexico,1968,Football,Football,"MORI, Takaji",JPN,Men,football,M,Bronze
12273,Mexico,1968,Football,Football,"OGI, Aritatsu",JPN,Men,football,M,Bronze
12274,Mexico,1968,Football,Football,"OKANO, Shun-Ichiro",JPN,Men,football,M,Bronze
12275,Mexico,1968,Football,Football,"SUGIYAMA, Ryuichi",JPN,Men,football,M,Bronze
12276,Mexico,1968,Football,Football,"WATANABE, Masashi",JPN,Men,football,M,Bronze
12277,Mexico,1968,Football,Football,"YAEGASHI, Shigeo",JPN,Men,football,M,Bronze
12278,Mexico,1968,Football,Football,"YAMAGUCHI, Yoshitada",JPN,Men,football,M,Bronze
12279,Mexico,1968,Football,Football,"YOKOYAMA, Kenzo",JPN,Men,football,M,Bronze
12280,Mexico,1968,Football,Football,"YUGUCHI, Eizo",JPN,Men,football,M,Bronze
12316,Mexico,1968,Gymnastics,Artistic G.,"PETRIK, Larisa",URS,Women,balance beam,W,Bronze
12319,Mexico,1968,Gymnastics,Artistic G.,"KATO, Takeshi",JPN,Men,floor exercises,M,Bronze
12322,Mexico,1968,Gymnastics,Artistic G.,"KUCHINSKAYA, Natalya",URS,Women,floor exercises,W,Bronze
12325,Mexico,1968,Gymnastics,Artistic G.,"KENMOTSU, Eizo",JPN,Men,horizontal bar,M,Bronze
12328,Mexico,1968,Gymnastics,Artistic G.,"NAKAYAMA, Akinori",JPN,Men,individual all-round,M,Bronze
12331,Mexico,1968,Gymnastics,Artistic G.,"KUCHINSKAYA, Natalya",URS,Women,individual all-round,W,Bronze
12334,Mexico,1968,Gymnastics,Artistic G.,"KLIMENKO, Viktor",URS,Men,parallel bars,M,Bronze
12337,Mexico,1968,Gymnastics,Artistic G.,"VORONIN, Mikhail",URS,Men,pommel horse,M,Bronze
12340,Mexico,1968,Gymnastics,Artistic G.,"KATO, Sawao",JPN,Men,rings,M,Bronze
12343,Mexico,1968,Gymnastics,Artistic G.,"BEIER, Günter",GDR,Men,team competition,M,Bronze
12344,Mexico,1968,Gymnastics,Artistic G.,"BREHME, Matthias",GDR,Men,team competition,M,Bronze
12345,Mexico,1968,Gymnastics,Artistic G.,"DIETRICH, Gerhard",GDR,Men,team competition,M,Bronze
12346,Mexico,1968,Gymnastics,Artistic G.,"FÜLLE, Siegfried",GDR,Men,team competition,M,Bronze
12347,Mexico,1968,Gymnastics,Artistic G.,"KÖSTE, Klaus",GDR,Men,team competition,M,Bronze
12348,Mexico,1968,Gymnastics,Artistic G.,"WEBER, Peter",GDR,Men,team competition,M,Bronze
12361,Mexico,1968,Gymnastics,Artistic G.,"BAUERSCHMIDT, Maritta",GDR,Women,team competition,W,Bronze
12362,Mexico,1968,Gymnastics,Artistic G.,"JANZ, Karin",GDR,Women,team competition,W,Bronze
12363,Mexico,1968,Gymnastics,Artistic G.,"NOACK, Marianne",GDR,Women,team competition,W,Bronze
12364,Mexico,1968,Gymnastics,Artistic G.,"SCHMIDT, Magdalena",GDR,Women,team competition,W,Bronze
12365,Mexico,1968,Gymnastics,Artistic G.,"STARKE, Ute",GDR,Women,team competition,W,Bronze
12366,Mexico,1968,Gymnastics,Artistic G.,"ZUCHOLD, Erika",GDR,Women,team competition,W,Bronze
12379,Mexico,1968,Gymnastics,Artistic G.,"VORONINA, Zinaida",URS,Women,uneven bars,W,Bronze
12382,Mexico,1968,Gymnastics,Artistic G.,"DIOMIDOV, Sergei",URS,Men,vault,M,Bronze
12385,Mexico,1968,Gymnastics,Artistic G.,"VORONINA, Zinaida",URS,Women,vault,W,Bronze
12388,Mexico,1968,Hockey,Hockey,"CHRISTY, Rajendra Absolem",IND,Men,hockey,M,Bronze
12389,Mexico,1968,Hockey,Hockey,"PERUMAL, Krishnanurthy",IND,Men,hockey,M,Bronze
12390,Mexico,1968,Hockey,Hockey,"PETER, John Victor",IND,Men,hockey,M,Bronze
12391,Mexico,1968,Hockey,Hockey,"REHAMAN, Inamur",IND,Men,hockey,M,Bronze
12392,Mexico,1968,Hockey,Hockey,"SAIT, Munir",IND,Men,hockey,M,Bronze
12393,Mexico,1968,Hockey,Hockey,"SINGH, Ajitpal",IND,Men,hockey,M,Bronze
12394,Mexico,1968,Hockey,Hockey,"SINGH, Balbir I",IND,Men,hockey,M,Bronze
12395,Mexico,1968,Hockey,Hockey,"SINGH, Balbir II",IND,Men,hockey,M,Bronze
12396,Mexico,1968,Hockey,Hockey,"SINGH, Balbir III",IND,Men,hockey,M,Bronze
12397,Mexico,1968,Hockey,Hockey,"SINGH, Gurbux",IND,Men,hockey,M,Bronze
12398,Mexico,1968,Hockey,Hockey,"SINGH, Harbinder",IND,Men,hockey,M,Bronze
12399,Mexico,1968,Hockey,Hockey,"SINGH, Harmik",IND,Men,hockey,M,Bronze
12400,Mexico,1968,Hockey,Hockey,"SINGH, Inder",IND,Men,hockey,M,Bronze
12401,Mexico,1968,Hockey,Hockey,"SINGH, Prithipal",IND,Men,hockey,M,Bronze
12402,Mexico,1968,Hockey,Hockey,"SINGH, Tarsem",IND,Men,hockey,M,Bronze
12430,Mexico,1968,Modern Pentathlon,Modern Pentath.,"LEDNEV, Pavel",URS,Men,Individual competition,M,Bronze
12433,Mexico,1968,Modern Pentathlon,Modern Pentath.,"GIUDICELLI, Jean-Pierre",FRA,Men,Team competition,M,Bronze
12434,Mexico,1968,Modern Pentathlon,Modern Pentath.,"GUEGUEN, Raoul",FRA,Men,Team competition,M,Bronze
12435,Mexico,1968,Modern Pentathlon,Modern Pentath.,"GUIGUET, Lucien",FRA,Men,Team competition,M,Bronze
12442,Mexico,1968,Rowing,Rowing,"CHRISTIANSEN, Peter Fich",DEN,Men,coxless pair (2-),M,Bronze
12443,Mexico,1968,Rowing,Rowing,"LARSEN, Ib Ivan",DEN,Men,coxless pair (2-),M,Bronze
12448,Mexico,1968,Rowing,Rowing,"MAHER, William Patrick",USA,Men,double sculls (2x),M,Bronze
12449,Mexico,1968,Rowing,Rowing,"NUNN, John Hamann",USA,Men,double sculls (2x),M,Bronze
12454,Mexico,1968,Rowing,Rowing,"BOGDANAVICHUS, Antanas",URS,Men,eight with coxswain (8+),M,Bronze
12455,Mexico,1968,Rowing,Rowing,"BRIEDIS, Vitautas Julius",URS,Men,eight with coxswain (8+),M,Bronze
12456,Mexico,1968,Rowing,Rowing,"KRAVCHUK, Valentin",URS,Men,eight with coxswain (8+),M,Bronze
12457,Mexico,1968,Rowing,Rowing,"LORENTSON, Yuri",URS,Men,eight with coxswain (8+),M,Bronze
12458,Mexico,1968,Rowing,Rowing,"MARTISHKIN, Aleksandr",URS,Men,eight with coxswain (8+),M,Bronze
12459,Mexico,1968,Rowing,Rowing,"STERLIK, Vladimir",URS,Men,eight with coxswain (8+),M,Bronze
12460,Mexico,1968,Rowing,Rowing,"SUSLIN, Viktor",URS,Men,eight with coxswain (8+),M,Bronze
12461,Mexico,1968,Rowing,Rowing,"YAGELAVICHUS, Yozanas",URS,Men,eight with coxswain (8+),M,Bronze
12462,Mexico,1968,Rowing,Rowing,"YUKNA, Zigmas",URS,Men,eight with coxswain (8+),M,Bronze
12481,Mexico,1968,Rowing,Rowing,"ALBINI, Abramo",ITA,Men,four without coxswain (4-),M,Bronze
12482,Mexico,1968,Rowing,Rowing,"BARAGLIA, Tullio",ITA,Men,four without coxswain (4-),M,Bronze
12483,Mexico,1968,Rowing,Rowing,"BOSATTA, Renato",ITA,Men,four without coxswain (4-),M,Bronze
12484,Mexico,1968,Rowing,Rowing,"CONTI-MANZINI, Pier Angelo",ITA,Men,four without coxswain (4-),M,Bronze
12493,Mexico,1968,Rowing,Rowing,"BOLLIGER, Peter",SUI,Men,four-oared shell with coxswain (4-),M,Bronze
12494,Mexico,1968,Rowing,Rowing,"FRÖHLICH, Gottlieb",SUI,Men,four-oared shell with coxswain (4-),M,Bronze
12495,Mexico,1968,Rowing,Rowing,"GROB, Jakob",SUI,Men,four-oared shell with coxswain (4-),M,Bronze
12496,Mexico,1968,Rowing,Rowing,"OSWALD, Denis",SUI,Men,four-oared shell with coxswain (4-),M,Bronze
12497,Mexico,1968,Rowing,Rowing,"WASER, Hugo",SUI,Men,four-oared shell with coxswain (4-),M,Bronze
12508,Mexico,1968,Rowing,Rowing,"JORGENSEN, Harry",DEN,Men,pair-oared shell with coxswain (2+),M,Bronze
12509,Mexico,1968,Rowing,Rowing,"KRAB, Jorn",DEN,Men,pair-oared shell with coxswain (2+),M,Bronze
12510,Mexico,1968,Rowing,Rowing,"KRAB, Preben",DEN,Men,pair-oared shell with coxswain (2+),M,Bronze
12517,Mexico,1968,Rowing,Rowing,"DEMIDDI, Alberto",ARG,Men,single sculls (1x),M,Bronze
12520,Mexico,1968,Sailing,Sailing,"AISHER, Robin Allingham",GBR,Men,5.5m,X,Bronze
